SMILES,canon,score,prior,agent,lambda_nm,qed,max_tc_train,murcko_generic,on_target,valid,clean,step
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)cc1N1CCCC1=O,COc1ccc(C=CC(=O)c2ccc(NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)cc1N1CCCC1=O,0.062363,42.2699,28.8908,369.6259,0.1866,0.4625,CC(CCC1CCCC(C2CCCC2C)C1)C1CCC(CC(C)C2CCCCC2)CC1,False,True,True,1
CCCCOC(=O)c1c(-c2cccc(OC)c2)nn(-c2ccc(C(C)=O)cc2)c1Cl,CCCCOC(=O)c1c(-c2cccc(OC)c2)nn(-c2ccc(C(C)=O)cc2)c1Cl,0.0,41.4922,38.0349,0.0,0.0,0.4,C1CCC(C2CCC(C3CCCCC3)C2)CC1,False,True,False,1
CN(C)c1ccc(C=CC(=O)c2ccc(NC(=O)c3c(Cl)cccc3C(=O)O)cc2)cc1,CN(C)c1ccc(C=CC(=O)c2ccc(NC(=O)c3c(Cl)cccc3C(=O)O)cc2)cc1,0.0,38.1049,24.4244,0.0,0.0,0.6031746031746031,CC(CCC1CCCCC1)C1CCC(CC(C)C2CCCCC2)CC1,False,True,False,1
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4nn(-c5ccc(N=Nc6ccc(-c7ccc(OCCCCC)c(O)c7)c(OCCCCCC)c6)cc5)nc4s3)cc2)cc1,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4nn(-c5ccc(N=Nc6ccc(-c7ccc(OCCCCC)c(O)c7)c(OCCCCCC)c6)cc5)nc4s3)cc2)cc1,0.8721459,62.341,53.598,442.0892,0.0338,0.4117647058823529,C1CCC(C2CCC(CCC3CCC(C4CC5CC(C6CCC(C(C7CCCCC7)C7CCCCC7)CC6)CC5C4)CC3)CC2)CC1,False,True,True,1
CCCCCCOC(C#Cc1ccc(C=C(C#N)C(=O)O)cc1)=Cc1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CCCCCCOC(C#Cc1ccc(C=C(C#N)C(=O)O)cc1)=Cc1ccc(C#Cc2ccc(N(C)C)cc2)cc1,0.0,46.708,30.1367,0.0,0.0,0.5873015873015873,C1CCC(CCCCC2CCC(CCC3CCCCC3)CC2)CC1,False,True,False,1
COc1ccc(-c2nc3cc4ccccc4c(-c4ccc(OC)cc4)c3nc2-c2ccc(OC)cc2)cc1,COc1ccc(-c2nc3cc4ccccc4c(-c4ccc(OC)cc4)c3nc2-c2ccc(OC)cc2)cc1,0.8847619,35.4617,29.123,428.269,0.2193,0.5116279069767442,C1CCC(C2CC3CC4CCCCC4C(C4CCCCC4)C3CC2C2CCCCC2)CC1,False,True,True,1
Cc1cc(C)c(C(=O)O)c(N(C)CC(=O)O)c1,Cc1cc(C)c(C(=O)O)c(N(C)CC(=O)O)c1,0.0,30.5814,32.4387,0.0,0.0,0.2333333333333333,C1CCCCC1,False,True,False,1
CCOC(=O)c1c2c(c(-c3ccccc3)c3cc(OC)oc13)CCC2,CCOC(=O)c1c2c(c(-c3ccccc3)c3cc(OC)oc13)CCC2,0.0,36.3862,28.7837,0.0,0.0,0.3181818181818182,C1CCC(C2C3CCCC3CC3CCCC32)CC1,False,True,False,1
COC(=O)c1ccc(-c2nccn2-c2ccc(N(C)C)cc2)cc1,COC(=O)c1ccc(-c2nccn2-c2ccc(N(C)C)cc2)cc1,0.0,32.5298,25.3642,0.0,0.0,0.3454545454545454,C1CCC(C2CCCC2C2CCCCC2)CC1,False,True,False,1
CCCCN1c2cc(C(F)(F)F)ccc2Sc2cc(-c3ccc4ccccc4c3)c3c(c21)-c1ccccc1C3(C)C,CCCCN1c2cc(C(F)(F)F)ccc2Sc2cc(-c3ccc4ccccc4c3)c3c(c21)-c1ccccc1C3(C)C,0.0140657,52.5793,44.2707,352.0636,0.2132,0.4078947368421052,C1CCC2CC(C3CC4CC5CCCCC5CC4C4C5CCCCC5CC34)CCC2C1,False,True,True,1
CSc1ccc(C#N)c2c1C(=O)C(=Cc1ccc(C)cc1)S2,CSc1ccc(C#N)c2c1C(=O)C(=Cc1ccc(C)cc1)S2,0.9033499,38.0409,32.6891,427.2724,0.5809,0.2686567164179104,CC1C(CC2CCCCC2)CC2CCCCC21,False,True,True,1
N#Cc1c(-c2ccccc2)c2ccccc2c2nc3ccccc3nc12,N#Cc1c(-c2ccccc2)c2ccccc2c2nc3ccccc3nc12,0.5957292,28.5609,22.1226,404.7469,0.302,0.3823529411764705,C1CCC(C2CC3CC4CCCCC4CC3C3CCCCC23)CC1,False,True,True,1
FC(F)(F)c1ccc(C=CC2=CC(c3ccccc3)=C[N+]23CCC2(OCCO2)C3=NCc2ccccc2)cc1,FC(F)(F)c1ccc(C=CC2=CC(c3ccccc3)=C[N+]23CCC2(OCCO2)C3=NCc2ccccc2)cc1,0.1839086,59.3112,53.0457,383.3693,0.3269,0.3043478260869565,C1CCC(CCC2CC(C3CCCCC3)CC23CCC2(CCCC2)C3CCC2CCCCC2)CC1,False,True,True,1
N#Cc1ccc(-c2ccc(-c3ccc(-c4oc(-c5ccccc5)nc4C#N)cc3C#N)cc2)cc1,N#Cc1ccc(-c2ccc(-c3ccc(-c4oc(-c5ccccc5)nc4C#N)cc3C#N)cc2)cc1,0.0063649,40.0035,34.1008,342.7939,0.296,0.3958333333333333,C1CCC(C2CCC(C3CCC(C4CCC(C5CCCCC5)C4)CC3)CC2)CC1,False,True,True,1
CC1(C)CC(C)(C)c2cc(N(c3ccc(C#N)cc3)c3ccc(C(C)(C)C)cc3)ccc2N1,CC1(C)CC(C)(C)c2cc(N(c3ccc(C#N)cc3)c3ccc(C(C)(C)C)cc3)ccc2N1,0.0066827,35.5055,31.1938,343.2208,0.4487,0.3620689655172414,C1CCC(C(C2CCCCC2)C2CCC3CCCCC3C2)CC1,False,True,True,1
COc1cc(C)c2c(=O)c(F)c(-c3ccccc3)oc2c1,COc1cc(C)c2c(=O)c(F)c(-c3ccccc3)oc2c1,0.0060255,32.2441,27.9283,341.8445,0.7158,0.3275862068965517,CC1CC(C2CCCCC2)CC2CCCCC12,False,True,True,1
COc1ccc(-n2nc(-c3ccc(F)cc3)c(-c3cccc(OC)c3)n2)cc1,COc1ccc(-n2nc(-c3ccc(F)cc3)c(-c3cccc(OC)c3)n2)cc1,5.63e-05,32.7555,27.017,288.5028,0.5047,0.5319148936170213,C1CCC(C2CC(C3CCCCC3)C(C3CCCCC3)C2)CC1,False,True,True,1
COc1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccc(C#N)c6ccccc56)s4)s3)cc2)cc1,COc1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccc(C#N)c6ccccc56)s4)s3)cc2)cc1,0.0,54.8655,43.9621,0.0,0.0,0.4647887323943662,C1CCC(C(C2CCCCC2)C2CCC(C3CCC(C4CCC(C(C5CCCCC5)C5CCCC6CCCCC65)C4)C3)CC2)CC1,False,True,False,2
COC(=O)c1ccc(-c2nc(-c3ccc(N(C)C)cc3)sc2-c2ccc(C=C(C#N)C(=O)O)cc2)cc1,COC(=O)c1ccc(-c2nc(-c3ccc(N(C)C)cc3)sc2-c2ccc(C=C(C#N)C(=O)O)cc2)cc1,0.0,39.9436,28.1826,0.0,0.0,0.5454545454545454,C1CCC(C2CC(C3CCCCC3)C(C3CCCCC3)C2)CC1,False,True,False,2
CCCCC1(CCCC)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7F)cc6)o5)s4)s3)cc21,CCCCC1(CCCC)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7F)cc6)o5)s4)s3)cc21,0.8140918,58.6414,43.7666,421.2817,0.1084,0.4939759036144578,C1CCC(C(C2CCCCC2)C2CCC(C3CCC(C4CCC(C5CCC(C6CCC(C7CCC8C(C7)CC7CCCCC78)C6)C5)C4)CC3)CC2)CC1,False,True,True,2
CCCCCCn1c2ccccc2c2c3ccccc3n(C)c21,CCCCCCn1c2ccccc2c2c3ccccc3n(C)c21,0.0001627,32.6484,23.0557,300.7067,0.4082,0.4418604651162791,C1CCC2C(C1)CC1CC3CCCCC3C12,False,True,True,2
COCCN(C)c1c2c(cc3c1oc1cc(N(C)C)ccc13)COCO2,COCCN(C)c1c2c(cc3c1oc1cc(N(C)C)ccc13)COCO2,0.0026284,43.6369,38.1367,332.3791,0.6961,0.3283582089552239,C1CCC2CC3C(CC2C1)CC1CCCCC13,False,True,True,2
O=[N+]([O-])c1ccc(C=Cc2ncnc3ccccc23)cc1,O=[N+]([O-])c1ccc(C=Cc2ncnc3ccccc23)cc1,0.0116517,26.377,20.8827,349.5316,0.5403,0.5909090909090909,C1CCC(CCC2CCCC3CCCCC32)CC1,False,True,True,2
CCCCCCc1cccc[n+]1C,CCCCCCc1cccc[n+]1C,0.00055,22.7433,19.4586,314.5847,0.4819,0.3333333333333333,C1CCCCC1,False,True,True,2
CCC1(C)c2ccc(N(c3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)cc2-c2cc3c(cc21)C(F)(F)CC3(F)F,CCC1(C)c2ccc(N(c3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)cc2-c2cc3c(cc21)C(F)(F)CC3(F)F,0.0,56.5588,45.7223,0.0,0.0,0.3396226415094339,C1CCC(C(C2CCCCC2)C2CCC3CC4CC5CCCC5CC4C3C2)CC1,False,True,False,2
CCCCCCCCCCCC#Cc1ccc(C=C(C#N)C(=O)O)cc1,CCCCCCCCCCCC#Cc1ccc(C=C(C#N)C(=O)O)cc1,0.0,29.4821,21.4349,0.0,0.0,0.5636363636363636,C1CCCCC1,False,True,False,2
CCCCCCC1(CCCCC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-c2cc(C#N)c3ccccc3c21,CCCCCCC1(CCCCC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-c2cc(C#N)c3ccccc3c21,0.4731142,39.2417,31.349,399.5894,0.1414,0.5068493150684932,C1CCC(C(C2CCCCC2)C2CCC3C(C2)CC2C4CCCCC4CCC32)CC1,False,True,True,2
O=S(=O)(c1ccccc1)n1cc(-c2ccc3nc(-c4ccco4)c(C=Cc4ccccc4)nc3c2)c2ccccc21,O=S(=O)(c1ccccc1)n1cc(-c2ccc3nc(-c4ccco4)c(C=Cc4ccccc4)nc3c2)c2ccccc21,0.5971357,48.8361,43.4045,405.2094,0.209,0.3246753246753247,CC(C)(C1CCCCC1)C1CC(C2CCC3CC(C4CCCC4)C(CCC4CCCCC4)CC3C2)C2CCCCC21,False,True,True,2
CCN(CC)c1ccc2cc(-c3ccc(N(CC)CC)c(OC)c3)c(=O)oc2c1,CCN(CC)c1ccc2cc(-c3ccc(N(CC)CC)c(OC)c3)c(=O)oc2c1,0.8961837,36.2798,23.7309,426.6228,0.4939,0.6111111111111112,CC1CC2CCCCC2CC1C1CCCCC1,False,True,True,2
CCCCCCCCCCc1ccc(-c2ccc(-c3ccc(C=C(C#N)C#N)s3)s2)s1,CCCCCCCCCCc1ccc(-c2ccc(-c3ccc(C=C(C#N)C#N)s3)s2)s1,0.8479281,32.2114,24.4242,496.6567,0.1979,0.5166666666666667,C1CCC(C2CCC(C3CCCC3)C2)C1,False,True,True,2
N#CC(=Cc1ccc(C=Cc2cc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)nc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1)C(=O)O,N#CC(=Cc1ccc(C=Cc2cc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)nc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1)C(=O)O,0.0,45.5463,22.8638,0.0,0.0,0.7555555555555555,C1CCC(CCC2CC(CCC3CCC(C(C4CCCCC4)C4CCCCC4)CC3)CC(CCC3CCC(C(C4CCCCC4)C4CCCCC4)CC3)C2)CC1,False,True,False,2
COc1cc(NCCCSC)cc(OC)c1,COc1cc(NCCCSC)cc(OC)c1,4.28e-05,24.3813,25.3655,285.2382,0.7436,0.2619047619047619,C1CCCCC1,False,True,True,2
O=C(O)CCCn1c(=O)[nH]c2cc(C(=O)OCc3ccccc3)ccc21,O=C(O)CCCn1c(=O)[nH]c2cc(C(=O)OCc3ccccc3)ccc21,0.0,33.2876,31.9263,0.0,0.0,0.3333333333333333,CC1CC2CCC(C(C)CCC3CCCCC3)CC2C1,False,True,False,2
