smiles,score,nearest_scaffold,nearest_tc,scaffold_name,scaffold_class,max_tc_acridine,max_tc_anthraquinone,max_tc_azo_dye,max_tc_benzimidazole,max_tc_benzofuran,max_tc_benzothiazole,max_tc_beta_lactam,max_tc_biphenyl,max_tc_bodipy,max_tc_carbazole,max_tc_chalcone,max_tc_coumarin,max_tc_cyanine,max_tc_flavonoid,max_tc_fluorescein,max_tc_indole,max_tc_isoquinoline,max_tc_naphthalene,max_tc_naphthalimide,max_tc_phenothiazine,max_tc_phthalimide,max_tc_porphyrin,max_tc_purine,max_tc_pyrimidine,max_tc_quinoline,max_tc_rhodamine,max_tc_steroid,max_tc_stilbene,max_tc_sulfonamide
Cn1c(-c2ccc(C(F)(F)F)cc2)c(C=NNc2ccc([N+](=O)[O-])cc2)c2cc(Cl)ccc21,0.0,sulfonamide,0.2727272727272727,Aromatic sulfonamide,drug_class,0.21978021978021978,0.13793103448275862,0.2714285714285714,0.20408163265306123,0.16470588235294117,0.17708333333333334,0.16037735849056603,0.17567567567567569,0.23170731707317074,0.2,0.1891891891891892,0.15,0.21686746987951808,0.1686746987951807,0.16049382716049382,0.17721518987341772,0.17582417582417584,0.21333333333333335,0.17543859649122806,0.19753086419753085,0.18681318681318682,0.16091954022988506,0.2235294117647059,0.18518518518518517,0.18269230769230768,0.15384615384615385,0.10810810810810811,0.21739130434782608,0.2727272727272727
COc1cc(-c2ccc(C=CC(=O)O)s2)ccc1C(=O)O,0.0,chalcone,0.35185185185185186,Chalcone,natural_product,0.203125,0.19672131147540983,0.21052631578947367,0.20833333333333334,0.23880597014925373,0.21518987341772153,0.2028985507246377,0.2708333333333333,0.25675675675675674,0.19298245614035087,0.35185185185185186,0.2807017543859649,0.20270270270270271,0.25,0.20588235294117646,0.2,0.21333333333333335,0.25757575757575757,0.19402985074626866,0.2777777777777778,0.1791044776119403,0.23684210526315788,0.15053763440860216,0.1686746987951807,0.18292682926829268,0.1774193548387097,0.13131313131313133,0.2542372881355932,0.2
CCCCn1c2ccccc2c2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc(C=C(C#N)C(=O)O)c21,0.0,naphthalimide,0.2625,"1,8-Naphthalimide",chromophore,0.2073170731707317,0.14457831325301204,0.16666666666666666,0.1485148514851485,0.16853932584269662,0.20987654320987653,0.18666666666666668,0.17708333333333334,0.16260162601626016,0.1839080459770115,0.18666666666666668,0.19148936170212766,0.1839080459770115,0.16049382716049382,0.16666666666666666,0.18888888888888888,0.19101123595505617,0.25609756097560976,0.2625,0.18518518518518517,0.2558139534883721,0.14444444444444443,0.14285714285714285,0.18604651162790697,0.2,0.17391304347826086,0.11711711711711711,0.16176470588235295,0.17894736842105263
C1=CC=C2C(c3ccccc3)=CC=CC(c3ccccc3)=Cc3c(c4cc(c3-c3nsnc32)-c2ccccc2C(c2ccccc2)=C4)C=C1,0.0,anthraquinone,0.19117647058823528,Anthraquinone,chromophore,0.13432835820895522,0.19117647058823528,0.12,0.1267605633802817,0.12643678160919541,0.1590909090909091,0.10476190476190476,0.1694915254237288,0.12941176470588237,0.15942028985507245,0.1388888888888889,0.1506849315068493,0.14925373134328357,0.12643678160919541,0.13333333333333333,0.13846153846153847,0.16470588235294117,0.12903225806451613,0.12987012987012986,0.13580246913580246,0.13402061855670103,0.16470588235294117,0.10227272727272728,0.10526315789473684,0.16,0.14814814814814814,0.09016393442622951,0.15254237288135594,0.1326530612244898
CCCCn1c(-c2ccc3cc(C=C(C#N)C#N)ccc3c2)nc(C=Cc2ccc(N(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)cc2)c1C#N,0.9021746,benzimidazole,0.2127659574468085,Benzimidazole,heterocycle,0.15555555555555556,0.13580246913580246,0.14583333333333334,0.2127659574468085,0.16666666666666666,0.1743119266055046,0.1259259259259259,0.15517241379310345,0.16964285714285715,0.1388888888888889,0.16091954022988506,0.15841584158415842,0.2,0.14678899082568808,0.1308411214953271,0.1485148514851485,0.17307692307692307,0.18181818181818182,0.14705882352941177,0.13186813186813187,0.14285714285714285,0.14414414414414414,0.14423076923076922,0.15,0.15789473684210525,0.16071428571428573,0.109375,0.18055555555555555,0.15671641791044777
CCCCOc1cc2ccccc2cc1C=Cc1ccc2c3ccccc3n(CCCC)c2c1,0.0858098,stilbene,0.29508196721311475,Stilbene,chromophore,0.2125,0.17045454545454544,0.2112676056338028,0.18292682926829268,0.1927710843373494,0.20270270270270271,0.18181818181818182,0.1791044776119403,0.19791666666666666,0.20930232558139536,0.2112676056338028,0.20481927710843373,0.21052631578947367,0.21052631578947367,0.1917808219178082,0.1951219512195122,0.23076923076923078,0.2602739726027397,0.2328767123287671,0.16666666666666666,0.24358974358974358,0.2,0.16470588235294117,0.19318181818181818,0.2247191011235955,0.16326530612244897,0.11504424778761062,0.29508196721311475,0.17073170731707318
CCCCNc1nc(N)c2cn(S(=O)(=O)c3ccccc3)c(F)c2n1,0.0552836,quinoline,0.3108108108108108,Quinoline,heterocycle,0.2463768115942029,0.19767441860465115,0.20618556701030927,0.22058823529411764,0.19607843137254902,0.18823529411764706,0.21875,0.21951219512195122,0.18691588785046728,0.16901408450704225,0.14666666666666667,0.2318840579710145,0.18478260869565216,0.15463917525773196,0.19767441860465115,0.20270270270270271,0.20634920634920634,0.21052631578947367,0.19047619047619047,0.20512820512820512,0.2,0.18181818181818182,0.22058823529411764,0.22535211267605634,0.3108108108108108,0.18823529411764706,0.15,0.16666666666666666,0.21212121212121213
CCC1=c2c(CC)c3ccc(=[N+](CC)CC)cc-3oc2=C1,0.0582379,flavonoid,0.17647058823529413,Flavone / flavonoid,natural_product,0.10975609756097561,0.16071428571428573,0.11842105263157894,0.1388888888888889,0.171875,0.12941176470588237,0.1016949152542373,0.15254237288135594,0.10810810810810811,0.1323529411764706,0.11475409836065574,0.13432835820895522,0.1206896551724138,0.17647058823529413,0.15151515151515152,0.12087912087912088,0.12307692307692308,0.1323529411764706,0.11940298507462686,0.0967741935483871,0.12903225806451613,0.16666666666666666,0.1111111111111111,0.11764705882352941,0.13157894736842105,0.14705882352941177,0.07920792079207921,0.125,0.11627906976744186
C[n+]1cc(-c2ccc(Br)cc2)c2cc(-c3ccccc3)c(-c3ccc(C(C)(C)C)cc3)nn21,0.0553643,coumarin,0.22535211267605634,Coumarin,chromophore,0.16666666666666666,0.19672131147540983,0.14084507042253522,0.1875,0.17073170731707318,0.15730337078651685,0.13793103448275862,0.21739130434782608,0.1826086956521739,0.19672131147540983,0.11428571428571428,0.22535211267605634,0.18666666666666668,0.15789473684210525,0.13924050632911392,0.15517241379310345,0.18518518518518517,0.16279069767441862,0.19402985074626866,0.14285714285714285,0.19753086419753085,0.18032786885245902,0.14606741573033707,0.16883116883116883,0.1951219512195122,0.18292682926829268,0.11650485436893204,0.175,0.20930232558139536
N=C1C=CC2=c3nccc(-c4ccccc4)c3=NC2=C1OCC(=O)O,0.0,biphenyl,0.24193548387096775,Biphenyl,scaffold,0.18421052631578946,0.19402985074626866,0.16666666666666666,0.17105263157894737,0.19696969696969696,0.2028985507246377,0.17391304347826086,0.24193548387096775,0.17142857142857143,0.18032786885245902,0.20833333333333334,0.1875,0.1694915254237288,0.2222222222222222,0.1864406779661017,0.19047619047619047,0.20270270270270271,0.17333333333333334,0.1891891891891892,0.16666666666666666,0.19047619047619047,0.19444444444444445,0.15053763440860216,0.18888888888888888,0.2028985507246377,0.2054794520547945,0.1368421052631579,0.17647058823529413,0.22093023255813954
CCN(CC)c1ccc2cc(-c3c4ccc(N(CC)CC)cc4nc4ccc(N(C)C)cc34)ccc2c1,0.9004555,acridine,0.4186046511627907,Acridine,chromophore,0.4186046511627907,0.16129032258064516,0.3181818181818182,0.2835820895522388,0.16521739130434782,0.23333333333333334,0.12903225806451613,0.2,0.19753086419753085,0.14942528735632185,0.18333333333333332,0.2876712328767123,0.21333333333333335,0.16666666666666666,0.22857142857142856,0.17721518987341772,0.2054794520547945,0.24615384615384617,0.1794871794871795,0.19402985074626866,0.15584415584415584,0.2054794520547945,0.16831683168316833,0.2,0.2676056338028169,0.22727272727272727,0.09174311926605505,0.2,0.1951219512195122
N#CC(=Cc1nc2nc(-c3c(O)ccc4ccccc34)c(OCc3ccccc3)nc2s1)C(=O)O,0.0,sulfonamide,0.2558139534883721,Aromatic sulfonamide,drug_class,0.19230769230769232,0.1951219512195122,0.2,0.15789473684210525,0.1956521739130435,0.1927710843373494,0.1588785046728972,0.1875,0.13043478260869565,0.1782178217821782,0.19230769230769232,0.1927710843373494,0.16216216216216217,0.16666666666666666,0.16455696202531644,0.1839080459770115,0.19047619047619047,0.25,0.20224719101123595,0.1875,0.19736842105263158,0.1724137931034483,0.20175438596491227,0.16260162601626016,0.17857142857142858,0.16393442622950818,0.11403508771929824,0.16,0.2558139534883721
CCCCCCCCCc1ccc(-c2nc(CCCCCCCC)sc2-c2c(CCCCCCCC)cc3cc2N=c2c(cc(CCCCCC)c4nsnc24)=C3CCCCCC)cc1,0.0,biphenyl,0.19767441860465115,Biphenyl,scaffold,0.14772727272727273,0.13924050632911392,0.14432989690721648,0.16346153846153846,0.13761467889908258,0.16666666666666666,0.10975609756097561,0.19767441860465115,0.14285714285714285,0.16470588235294117,0.08737864077669903,0.14444444444444443,0.1625,0.11956521739130435,0.1262135922330097,0.1188118811881188,0.15584415584415584,0.16,0.15730337078651685,0.1111111111111111,0.14444444444444443,0.13978494623655913,0.12264150943396226,0.15730337078651685,0.12359550561797752,0.11607142857142858,0.10204081632653061,0.09803921568627451,0.15
Cn1cnc2c(-c3ccc(-c4ccccc4C(F)(F)F)o3)nn(-c3cccc(Cl)c3)c2c1=O,0.0071467,coumarin,0.23684210526315788,Coumarin,chromophore,0.18823529411764706,0.18309859154929578,0.15584415584415584,0.2111111111111111,0.17857142857142858,0.23529411764705882,0.16831683168316833,0.1919191919191919,0.14049586776859505,0.16,0.1917808219178082,0.23684210526315788,0.1346153846153846,0.20253164556962025,0.20689655172413793,0.16494845360824742,0.18292682926829268,0.18446601941747573,0.2127659574468085,0.19230769230769232,0.19047619047619047,0.1375,0.21875,0.17857142857142858,0.1956521739130435,0.23157894736842105,0.12962962962962962,0.1511627906976744,0.2261904761904762
Cc1ccc(-c2ncnc3c2oc2cc(O)ccc23)cc1,0.0031544,flavonoid,0.3584905660377358,Flavone / flavonoid,natural_product,0.22413793103448276,0.16901408450704225,0.22033898305084745,0.2692307692307692,0.2833333333333333,0.1724137931034483,0.13333333333333333,0.20270270270270271,0.16417910447761194,0.17333333333333334,0.1896551724137931,0.3333333333333333,0.13846153846153847,0.3584905660377358,0.203125,0.2,0.2153846153846154,0.18181818181818182,0.1780821917808219,0.14285714285714285,0.18333333333333332,0.1643835616438356,0.1595744680851064,0.24675324675324675,0.21818181818181817,0.13725490196078433,0.09900990099009901,0.2222222222222222,0.17142857142857143
CN(C)c1ccc(-c2cccc3c2oc2ccccc23)cc1,0.0021988,benzofuran,0.41509433962264153,Benzofuran,heterocycle,0.23809523809523808,0.1836734693877551,0.2558139534883721,0.203125,0.41509433962264153,0.25862068965517243,0.11627906976744186,0.225,0.14864864864864866,0.19642857142857142,0.2653061224489796,0.2545454545454545,0.17647058823529413,0.3,0.19402985074626866,0.15942028985507245,0.1791044776119403,0.2,0.21875,0.16393442622950818,0.175,0.1956521739130435,0.12371134020618557,0.18421052631578946,0.23728813559322035,0.2916666666666667,0.09090909090909091,0.29411764705882354,0.21666666666666667
Brc1ccc(N(c2ccccc2)c2ccc(C=Cc3ccc(-c4ccc(N(c5ccc(-c6ccccn6)cc5)c5ccc(-c6cccs6)cc5)cc4)cc3)cc2)cc1,0.3918467,chalcone,0.24193548387096775,Chalcone,natural_product,0.14814814814814814,0.14705882352941177,0.14814814814814814,0.18292682926829268,0.15294117647058825,0.2054794520547945,0.13,0.23404255319148937,0.16346153846153846,0.12345679012345678,0.24193548387096775,0.13636363636363635,0.19736842105263158,0.12987012987012986,0.13541666666666666,0.13095238095238096,0.22784810126582278,0.14473684210526316,0.14814814814814814,0.1267605633802817,0.12903225806451613,0.16049382716049382,0.18478260869565216,0.20238095238095238,0.18840579710144928,0.1891891891891892,0.0784313725490196,0.22950819672131148,0.16666666666666666
O=C(O)c1ncc2ncc(-c3ccccc3)nn12,0.0,biphenyl,0.25,Biphenyl,scaffold,0.23404255319148937,0.19642857142857142,0.18518518518518517,0.2,0.21818181818181817,0.20689655172413793,0.18518518518518517,0.25,0.1282051282051282,0.15384615384615385,0.2,0.1935483870967742,0.1875,0.24074074074074073,0.2037037037037037,0.18309859154929578,0.2033898305084746,0.18867924528301888,0.2037037037037037,0.2413793103448276,0.2222222222222222,0.22950819672131148,0.175,0.2112676056338028,0.24561403508771928,0.2037037037037037,0.11494252873563218,0.23076923076923078,0.1875
Cc1ccc(C=NN=Cc2cc(Br)cc(Br)c2O)c(C)c1,0.0,rhodamine,0.3013698630136986,Rhodamine / rosamine,chromophore,0.24074074074074073,0.1774193548387097,0.23636363636363636,0.23943661971830985,0.16981132075471697,0.22413793103448276,0.1,0.28,0.14606741573033707,0.20930232558139536,0.17543859649122806,0.22,0.19230769230769232,0.2413793103448276,0.1323529411764706,0.14583333333333334,0.14634146341463414,0.20408163265306123,0.1643835616438356,0.20588235294117646,0.11666666666666667,0.12790697674418605,0.10975609756097561,0.1,0.2857142857142857,0.3013698630136986,0.10309278350515463,0.2037037037037037,0.16326530612244897
Fc1cc(C#CC#CC#Cc2cc(F)c(C#Cc3cc(F)c(F)c(F)c3)c(F)c2)cc(F)c1F,0.0,biphenyl,0.15,Biphenyl,scaffold,0.125,0.10526315789473684,0.1111111111111111,0.09333333333333334,0.09433962264150944,0.14285714285714285,0.06493506493506493,0.15,0.08064516129032258,0.09836065573770492,0.08695652173913043,0.1276595744680851,0.08163265306122448,0.125,0.08695652173913043,0.11764705882352941,0.10526315789473684,0.11538461538461539,0.09433962264150944,0.09090909090909091,0.1111111111111111,0.10638297872340426,0.0963855421686747,0.1206896551724138,0.11594202898550725,0.13432835820895522,0.06172839506172839,0.1,0.14285714285714285
COc1cc2c(cc1OC)C1c3ccccc3C(C2)c2cc(-c3ccccc3)ccc21,6.37e-05,biphenyl,0.27450980392156865,Biphenyl,scaffold,0.22033898305084745,0.21818181818181817,0.19402985074626866,0.2112676056338028,0.1724137931034483,0.15789473684210525,0.1774193548387097,0.27450980392156865,0.14705882352941177,0.24074074074074073,0.20967741935483872,0.21333333333333335,0.2033898305084746,0.23809523809523808,0.22727272727272727,0.23529411764705882,0.22950819672131148,0.24242424242424243,0.2112676056338028,0.1797752808988764,0.23684210526315788,0.19444444444444445,0.13402061855670103,0.18518518518518517,0.2153846153846154,0.22033898305084745,0.14736842105263157,0.23943661971830985,0.16666666666666666
c1ccc(Oc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,0.0013691,acridine,0.3235294117647059,Acridine,chromophore,0.3235294117647059,0.28205128205128205,0.21153846153846154,0.1590909090909091,0.1724137931034483,0.19230769230769232,0.1891891891891892,0.23529411764705882,0.14492753623188406,0.21428571428571427,0.20454545454545456,0.14583333333333334,0.17073170731707318,0.19642857142857142,0.19230769230769232,0.18421052631578946,0.23636363636363636,0.22916666666666666,0.16363636363636364,0.15789473684210525,0.23636363636363636,0.2037037037037037,0.14864864864864866,0.21739130434782608,0.20754716981132076,0.2549019607843137,0.10465116279069768,0.22916666666666666,0.20833333333333334
COc1cc(CCCCCCNC(=O)O)c2c(c1)Oc1ccc(-c3ccc(C=C4C(=O)NC(=S)NC4=O)cc3)cc1N2,0.0,stilbene,0.25301204819277107,Stilbene,chromophore,0.18947368421052632,0.16483516483516483,0.1595744680851064,0.15306122448979592,0.21052631578947367,0.14678899082568808,0.19090909090909092,0.18,0.19230769230769232,0.18811881188118812,0.20481927710843373,0.20481927710843373,0.1724137931034483,0.2159090909090909,0.22826086956521738,0.1836734693877551,0.15463917525773196,0.1827956989247312,0.17525773195876287,0.18181818181818182,0.18095238095238095,0.18181818181818182,0.16666666666666666,0.15789473684210525,0.17699115044247787,0.19827586206896552,0.11016949152542373,0.25301204819277107,0.17647058823529413
CCCC1(CC)C(=C(C#N)C#N)Oc2cc(N(C)C)c(-c3cccs3)cc21,0.6248352,rhodamine,0.25925925925925924,Rhodamine / rosamine,chromophore,0.140625,0.12658227848101267,0.125,0.15476190476190477,0.13953488372093023,0.17647058823529413,0.18571428571428572,0.1875,0.14074074074074075,0.1375,0.12162162162162163,0.15217391304347827,0.16470588235294117,0.11627906976744186,0.21052631578947367,0.1346153846153846,0.1368421052631579,0.13580246913580246,0.16666666666666666,0.15,0.13580246913580246,0.11363636363636363,0.10810810810810811,0.15053763440860216,0.125,0.25925925925925924,0.08333333333333333,0.16883116883116883,0.13253012048192772
COOc1ccc2c(Cl)c(C=CC(C)(C)O)sc2c1,0.0,coumarin,0.2786885245901639,Coumarin,chromophore,0.19444444444444445,0.17307692307692307,0.16417910447761194,0.16666666666666666,0.18055555555555555,0.203125,0.13043478260869565,0.14285714285714285,0.12048192771084337,0.1864406779661017,0.22033898305084745,0.2786885245901639,0.15463917525773196,0.19047619047619047,0.13580246913580246,0.15584415584415584,0.16666666666666666,0.22807017543859648,0.1388888888888889,0.18518518518518517,0.16129032258064516,0.13793103448275862,0.17391304347826086,0.12790697674418605,0.16417910447761194,0.11578947368421053,0.1,0.21818181818181817,0.15789473684210525
CN(CCO)c1ccc(C(=O)Nc2ccc(Br)cc2)cc1,0.0013544,acridine,0.30357142857142855,Acridine,chromophore,0.30357142857142855,0.20689655172413793,0.26,0.1875,0.1917808219178082,0.20512820512820512,0.17721518987341772,0.20512820512820512,0.20212765957446807,0.19672131147540983,0.2222222222222222,0.18461538461538463,0.19480519480519481,0.15625,0.1694915254237288,0.2441860465116279,0.19318181818181818,0.30158730158730157,0.22388059701492538,0.21428571428571427,0.20588235294117646,0.17857142857142858,0.1414141414141414,0.19696969696969696,0.25,0.1956521739130435,0.12871287128712872,0.2028985507246377,0.2413793103448276
CCN(CC)c1ccc2c(=O)c(C=CC(=O)O)coc2c1,0.0,coumarin,0.3013698630136986,Coumarin,chromophore,0.16666666666666666,0.18840579710144928,0.25862068965517243,0.29850746268656714,0.2236842105263158,0.1794871794871795,0.1504424778761062,0.1951219512195122,0.20987654320987653,0.14666666666666667,0.2413793103448276,0.3013698630136986,0.22666666666666666,0.26666666666666666,0.27941176470588236,0.1643835616438356,0.17105263157894737,0.19047619047619047,0.16901408450704225,0.17391304347826086,0.16071428571428573,0.1702127659574468,0.1553398058252427,0.1774193548387097,0.19117647058823528,0.27058823529411763,0.11578947368421053,0.25396825396825395,0.18461538461538463
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)cc1N1CCCC1=O,0.062363,chalcone,0.3424657534246575,Chalcone,natural_product,0.30666666666666664,0.20618556701030927,0.23300970873786409,0.21212121212121213,0.1926605504587156,0.19791666666666666,0.1919191919191919,0.22,0.2,0.1951219512195122,0.3424657534246575,0.1927710843373494,0.2222222222222222,0.20192307692307693,0.14606741573033707,0.21238938053097345,0.1926605504587156,0.20930232558139536,0.18681318681318682,0.2988505747126437,0.18811881188118812,0.20408163265306123,0.2018348623853211,0.22641509433962265,0.21649484536082475,0.1981981981981982,0.14545454545454545,0.25,0.20618556701030927
CCCCOC(=O)c1c(-c2cccc(OC)c2)nn(-c2ccc(C(C)=O)cc2)c1Cl,0.0,flavonoid,0.2638888888888889,Flavone / flavonoid,natural_product,0.21428571428571427,0.203125,0.18840579710144928,0.1919191919191919,0.23809523809523808,0.19101123595505617,0.2631578947368421,0.20952380952380953,0.20212765957446807,0.18309859154929578,0.23943661971830985,0.20270270270270271,0.18,0.2638888888888889,0.23376623376623376,0.20454545454545456,0.21176470588235294,0.25316455696202533,0.22826086956521738,0.23404255319148937,0.20930232558139536,0.23711340206185566,0.1686746987951807,0.225,0.22077922077922077,0.1744186046511628,0.1452991452991453,0.21875,0.2159090909090909
