smiles,epoch,score,source
CC(OC(=O)CN1C(=O)c2ccccc2C1=O)C(=O)Nc1ccc2[nH]ccc2c1,0,0.0,epoch_0
CCN1CCCN(C(=O)c2cc(OC)c(OC)c(OC)c2)C(S(=O)(=O)c2ccc(C)cc2)C1,0,0.0002523,epoch_0
Cc1ncoc1COc1ccc(N2CC3(CCCN(c4ncnc(C(F)(F)F)n4)C3)C2=O)cn1,0,0.0020158,epoch_0
CC1(C)COCc2c(c(-c3cc(F)ccc3O)nn2CC=O)C1,0,0.0016452,epoch_0
CC1=C2OCC(CN2C(=O)c2cc(C)n(-c3ccccc3)n2)O1,0,0.0001528,epoch_0
CC(C)Oc1ccc(CN2CCN(S(=O)(=O)c3ccc4nc(C(F)(F)F)[nH]c4c3)CC2)cc1,0,0.0007505,epoch_0
C=C(C=CN)CCCOC(=O)CNC(C)C,0,0.0,epoch_0
CCCN(CCN)Cc1cccc(OC)c1OCC(=O)N(C)C,0,5.32e-05,epoch_0
CNS(=O)(=O)CCNC(=O)Nc1ccc(Cl)c(Cl)c1,0,6.44e-05,epoch_0
CCC1(C)CCC(CNCCOC2CCCC2)O1,0,2e-07,epoch_0
CCC(C)c1ccc2c3cc(O)ccc3n(C)c2c1C(C)CC,0,0.0140972,epoch_0
CCOP(=O)(N=C1OCC(C(C)C)N1Cc1ccccc1)OCC,0,1.32e-05,epoch_0
CCCc1nc2ccc(C(=O)O)cc2o1,0,0.0,epoch_0
Cc1cc(Cl)cc(C=Nc2sc3c(c2C)CCC(C(C)(C)C)C3)c1OCc1cc(F)ccc1F,0,0.2848365,epoch_0
N#CCNC(=O)C(Cc1ccccc1)NC(=O)c1cc(-c2ccccc2)nc2ccccc12,0,0.0020789,epoch_0
CC=C(CNC)c1cnc2ccc(F)cc2n1,0,0.0119242,epoch_0
N#CC1CN(C(=O)C(CCCCNc2ccc(F)cc2-c2ncccn2)NC(=O)c2ccno2)CC1(F)F,0,0.1590526,epoch_0
O=C(CSc1nnc(N(C(=O)c2ccccc2F)C2CC2)s1)Nc1cccc(F)c1,0,0.0016326,epoch_0
Cc1c(-c2ccccc2)nc(C(C#N)C(=O)CN2CCCC(C)C2)n1CC1CCCO1,0,0.0068834,epoch_0
O=C(C=Cc1ccc2c(c1)OCO2)Nc1nc2ccc([N+](=O)[O-])cc2s1,0,0.0945567,epoch_0
CCOC(=O)CNc1cc(S(C)(=O)=O)ccc1[N+](=O)[O-],0,0.0,epoch_0
COc1cccc(CCNC2CCN(c3ccccc3Cl)C2)c1,0,9.31e-05,epoch_0
CS(=O)(=O)c1ccccc1NC1CCCN(C2CC2)C1,0,0.0017609,epoch_0
CCCCN1C(=C2SC(=S)N(Cc3ccccc3)C2=O)Sc2ccccc21,0,0.0,epoch_0
O=C1CCC=C2CC3CC123,0,2.37e-05,epoch_0
CC1CCCN(CCCCN=C(N(C)C)N(C)C)C1,0,1.41e-05,epoch_0
COCCNc1nc(NCCc2ccccc2)nc2nccnc12,0,0.2630875,epoch_0
O=C1SC(=Cc2cc([N+](=O)[O-])ccc2Cl)C(=O)N1c1ccccc1,0,0.0,epoch_0
CC(C)Oc1ccc(C(=O)N2CCCC(c3ccccc3)C2)cc1,0,2.15e-05,epoch_0
COc1ccc(C(C)CC(NC(=O)C(C)Cc2ccccc2)C(N)=O)cc1,0,5.38e-05,epoch_0
COc1cc2c(cc1N(c1ccccc1)c1ccccn1)-c1cc3cc(c1C2(C)C)C=C(c1ccccc1)N3c1ccc(-c2ccccc2)cc1-c1ccccc1,0,0.0,epoch_0
Cc1cn(-c2ccc(CC(N=O)c3c(Cl)cccc3Cl)cc2)c(C)n1,0,0.6590556,epoch_0
NC(=NCCS(=O)(=O)N1CCOCC1)NC1CCCCCC1,0,3.8e-06,epoch_0
CCOC(=O)N1CCN(c2nc(C)nc3c2CCN(Cc2ccccc2)C3)CC1,0,0.0,epoch_0
CC1(C)CCc2c(c3c(Cl)c(B4OC(C)(C)C(C)(C)O4)ccc3n2Cc2ccc(Br)cc2)C1,0,0.0007438,epoch_0
Cc1ccc(-n2c(SCC(=O)Nc3c(F)cccc3F)nnc2C2CCCCC2)cc1C,0,5.42e-05,epoch_0
Cc1ccc(C)c(S(=O)(=O)NCc2nc(C)cc(N3CCOCC3)n2)c1,0,7.45e-05,epoch_0
CCC(C(=O)NC(C)C)N(Cc1ccccc1Cl)C(=O)CN(c1ccc(Oc2ccccc2)cc1)S(=O)(=O)c1ccc(C)cc1,0,0.0003906,epoch_0
Fc1ccccc1OCCN1CCCC(c2ccn[nH]2)C1,0,5.05e-05,epoch_0
CCCCc1nccn1CCc1nc2ccccc2n1CCC,0,1.15e-05,epoch_0
CC1CCCCC1N(C)C(=O)C(N)Cc1ccccc1,0,1.25e-05,epoch_0
CCCCN(CCCC)c1ccccc1C1=NC=CCN1CCNC(C)=O,0,0.0100029,epoch_0
CCC1CC(CC)CC(C(NC)C2CCOC2)C1,0,3e-07,epoch_0
CCOc1cccc2c1C(CCSCCO)OC2=O,0,0.0,epoch_0
CC1(CC2CCN3C=C4C(=O)CCN4CC3C2)CCCCC1NC(=O)c1ccc(C#N)nc1,0,0.7357887,epoch_0
C=CCN(CC(=O)c1ccc(Cl)cc1Cl)C(=O)c1ccc(Cl)c(Cl)c1,0,0.0005308,epoch_0
CCN(CC)S(=O)(=O)Nc1ccc(F)c(NC(=O)COC)c1,0,0.0001016,epoch_0
CCCNC(=O)CCCCCCn1c(=O)oc2ccccc21,0,2.47e-05,epoch_0
NCCCCN1CC=C(c2ccncc2)CC1,0,0.0006691,epoch_0
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N1CCN(C(C#N)c2ccccc2)CC1,0,4.6e-05,epoch_0
Cc1ccc(CC(=O)NCCC(=O)NN2N=C(c3ccc4ccccc4c3)CC2=O)cc1,0,0.0,epoch_0
O=C(O)Cc1ccc2nc(C3CC4CC5CC(C4)C53)[nH]c2c1,0,0.0,epoch_0
CCN(CC1CCC1)c1cc(C(=O)O)c(F)cc1[N+](=O)[O-],0,0.0,epoch_0
Cc1ccc(C(=O)N2CCCC2CN(C)CCN(C)C)c(=O)[nH]1,0,0.0028403,epoch_0
CNc1cc(C)nc(N2CCN(C(=O)O)CC2)n1,0,0.0,epoch_0
NCC(Nc1ccc(S(=O)(=O)C(F)(F)F)cc1Cl)c1cn(Cc2cc(Cl)ccc2O)nn1,0,0.0007585,epoch_0
Cc1nc(C)n2nc(NCC3CC3C(=O)O)sc12,0,0.0,epoch_0
CCCOc1ccsc1C(=O)Nc1ccccc1-n1cc(C(=O)O)cn1,0,0.0,epoch_0
CC(=O)OC1C2OC(n3c(SCCF)nc4c(N)nc(Cl)nc43)C1(F)OC2CC=O,0,0.0,epoch_0
CC(NS(=O)(=O)CCCCCCCO)C(=O)N1CCN(C(=O)C2CCC(N(C)C)CC2)CC1,0,9.7e-06,epoch_0
Cc1ccc(C2=NN(CC(=O)N3CCN(c4ccc(C(F)(F)F)cn4)CC3)C(=O)C2)cc1,0,0.0,epoch_0
Cc1ccc(CC(NC(=O)C2CNC2)C2CC2)cc1,0,2.21e-05,epoch_0
OCC1=CCCC=N1,0,4.82e-05,epoch_0
Cc1ccc(C(=O)NCCc2cccs2)cc1NS(C)(=O)=O,0,4.54e-05,epoch_0
COc1cc2cc(CC#N)[nH]c2cc1OC,0,0.0001671,epoch_0
COC(=O)N(C(C)C)P(=O)(OC)OC,0,0.0,epoch_0
c1cnc2c(N3CC4CCCC(C3)N4)ccnc2c1,0,0.0179228,epoch_0
CCOC(=O)C1(c2ccc(C(F)(F)F)cc2CC)C(OS(=O)(=O)c2ccc(C)cc2)=C(c2ccc(Cl)cc2)c2ccccc2C1(C#N)C(F)(F)F,0,0.0,epoch_0
O=C1CCc2cccc(N3CCN(Cc4cncc(C#CC5(O)COC5)c4)CC3)c2N1,0,0.0,epoch_0
Cc1ccc(Cn2cc(NC(=O)c3ccc(Cn4nc(C)c(C)c4C)o3)cn2)cc1,0,0.0002716,epoch_0
COC(=O)c1ccc(C2C(=O)C(=C(O)c3ccc4c(c3)OCCO4)C(c3cccc(O)c3)N2Cc2nc(C)cs2)cc1,0,0.0,epoch_0
O=C(NC(CCO)C1CC1)c1ccc(Cl)c(C(F)(F)F)c1,0,4.9e-05,epoch_0
CC(=O)NC(CS)C(=O)NC(C)C(=O)OCc1ccccc1,0,0.0,epoch_0
C=CCCC1=NCC=C2N1C=CC(CNC(=O)c1cnc(NN=C(C)c3ccc(Cl)c(F)c3)nc1N)N2C,0,0.0,epoch_0
CC(C)NC(=O)C(C)C(N)C(C)C,0,7e-07,epoch_0
CCC(OC)C1CCN(c2ccc(-c3cc4[nH]cc(C5CCN(CC6CNC(C)O6)CC5)c4cc3Cl)cn2)CC1,0,0.0010231,epoch_0
CS(=O)(=O)Nc1ccc(F)cc1COc1ccc(-c2nccc(N3CC(O)(C(F)(F)F)C3)n2)cc1,0,0.0002494,epoch_0
C=CC(C)=CC=CC=Cc1ccccc1,0,0.0212941,epoch_0
CCNC(=NCc1ccc(NC(=O)NC(C)C)cc1)NC1C=C(C)CN(C)C1C,0,6.08e-05,epoch_0
CC1(C)CC2C(CCC3(C)C4=C(CCC23)C(=O)CC4)C1=O,0,0.0001383,epoch_0
COc1ccccc1C1C(C)C(=O)CC(=O)C1C(C)CCC=C(C)C,0,0.0003241,epoch_0
Fc1cccnc1C1CN(c2ccnc(CN3CCC(F)C3)n2)C1,0,0.0007606,epoch_0
COc1ccc(CN(C)C(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1OCC(F)(F)F,0,0.0002474,epoch_0
COc1cc(CNCc2ccccc2C(F)(F)F)ccc1OC1CCCC1,0,0.0002635,epoch_0
COc1ccc(S(=O)(=O)c2ccc(N)c3ccncc23)cc1,0,0.0198386,epoch_0
CCNCc1cc(Br)c(OC)c(CC)c1,0,7.53e-05,epoch_0
Cc1ccc(NCCNC(C)CCO)cc1NS(C)(=O)=O,0,0.0003367,epoch_0
CC=CC1C(C(=O)CC2Sc3cccnc32)COC1C(C)C,0,0.0014888,epoch_0
O=S(=O)(c1ccc(CNC(=S)Nc2ccc(Cl)c(Cl)c2)cc1)N1CCCCC1,0,0.0006913,epoch_0
Oc1cccc(Sc2ccc(Cl)cc2)c1Br,0,0.0004554,epoch_0
Cc1ccc(SCC#CCO)c(C)c1,0,0.0,epoch_0
O=C(NO)c1cccc(C(CC2CCCCC2)Oc2ccccc2[NH2+][O-])c1,0,0.0002061,epoch_0
NS(=O)(=O)c1cscc1C(=O)N(CCc1ccccc1)CC(=O)O,0,0.0,epoch_0
CCc1nc(-c2c3c(nc4ccccc24)C(=CC2CC2)CCC3)no1,0,0.0321611,epoch_0
CCCCN1C(=O)CC(=O)N(c2nnc(C)o2)C1=O,0,2.3e-06,epoch_0
Cn1cc(C#N)cc(CN)c1=O,0,0.0003585,epoch_0
CCN(c1nc(NC)nc(OC)n1)C1CCOCC1,0,6.8e-06,epoch_0
COc1ccccc1C1C(=C(O)c2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C(=O)C(=O)N1Cc1ccccc1C,0,0.3274149,epoch_0
CCCCC(O)C1(OCC)CCCC1,0,0.0,epoch_0
CCCCCCCCCCCCCCCCC(C)OC(=O)c1ccc(C=Cc2ccc(NC(=O)c3ccc(OCCCCCCCCCCCCCC)cc3)cc2)cc1,0,0.0,epoch_0
CC(=O)N1CCC(NC(Cc2ccccc2)C(N)=O)C1,0,6.6e-06,epoch_0
C=CCSCCN=C1NC(=O)C(CC(=O)NN)S1,0,0.0,epoch_0
CCCCCCC=CCCC(=O)OCC(COCCC(C(=O)[O-])[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC,0,0.0,epoch_0
CCOC=C(C(=O)OC)c1cc2c(cn1)CN(Cc1ccccc1OCCO)CC2,0,0.0,epoch_0
Cn1c(N)c(C=CI)c(=O)n1C,0,0.0003056,epoch_0
Cc1ccc2[nH]c(-c3ccccc3I)nc2c1,0,0.0003031,epoch_0
CCOC1(c2noc(C(C)(C)CCN)n2)CCC(C)(C)CC1,0,3.11e-05,epoch_0
CCCCCC(C)=NNc1ccc(S(=O)(=O)c2cc(C(=O)O)c(N=Nc3cc(OCCO)ccc3C)c(C(=O)O)c2)cc1,0,0.0,epoch_0
Cc1cc(N(C)C)c(NC(=O)Cc2ccc(CC3CCC(N4CCC5(CC4)Cc4ccccc4C(NC(=O)C(F)(F)c4ccccn4)C5)CC3)cn2)cc1-c1cn(C)nc1C(F)(F)F,0,0.0012448,epoch_0
CCOc1ccccc1P(=O)(CC(CN(C)S(C)(=O)=O)c1cc2c(c(CC)c1OC)OCO2)OCCCOC(N)=O,0,0.0,epoch_0
Cc1ccc2oc(-c3cn(C)c4cccc(-c5cncc(C(F)(F)F)c5)c34)cc(=O)c2c1,0,0.0202134,epoch_0
CN(Cc1c(F)cc(C(F)(F)F)cc1F)C(=O)C1CCCCC1,0,0.0001005,epoch_0
CN(C)C1CCC(Nc2cc(C(F)(F)F)c(-c3c(-c4cncnc4)ccc4[nH]nc(N)c34)cn2)CC1,0,0.010689,epoch_0
Cc1onc(-c2ccccc2Cl)c1C(=O)NCCCN(C)Cc1ccccc1,0,0.0003286,epoch_0
CC(NCC12CCCN1CCC2)c1ccc(Br)cc1Br,0,0.0007345,epoch_0
NC(=O)c1cc([N+](=O)[O-])ccc1OCn1ccc(NS(=O)(=O)c2ccccc2)n1,0,0.0003189,epoch_0
C=CCCCSOCC,0,4e-06,epoch_0
CNCCCOc1ccccc1C#CCI,0,0.0,epoch_0
CCN(CC(=O)NC(C)(C)CC)C1CNC1,0,4.1e-06,epoch_0
NNC(CC1CCC1)c1ccc(Br)cn1,0,0.0,epoch_0
CCN1CCN(C(=O)c2sc(-c3cc(OC)c(OC)c(OC)c3)nc2C)CC1,0,0.00365,epoch_0
CC1CC23C(=CN1N)CNC2Cc1ccccc13,0,0.0,epoch_0
CC(=CC(=O)OC1CCCC1)C(C)(C)C,0,0.0,epoch_0
Cc1ccc(-c2nc3c(c(=O)[nH]2)CCN(Cc2cccnc2)C3)o1,0,0.008951,epoch_0
CCOc1ccc(S(=O)(=O)N2CCN(Cc3cccnc3)C(C)(C(=O)NC3CCCCC3)C2)cc1,0,8e-05,epoch_0
CC(C)(CCl)C(=O)NCc1ccc2c(=O)n(-c3ccc(Cl)cc3)[nH]c2c1,0,0.001842,epoch_0
NC(c1ccc2nccnc2c1)c1cc(Br)ccc1F,0,0.0029746,epoch_0
NOC(=O)N1CCCC(C2=NCc3ccc(Cl)c(Br)c32)C1,0,0.0,epoch_0
Cc1c(NC(=O)N2CCN(c3ncccc3C#N)CC2)cnn1-c1ccc(F)cc1,0,0.0053356,epoch_0
CNCC(O)COc1cc(C)c(-c2ccc(Cc3cc(CCO)c(OC)c(N=O)c3)c(C(=O)OC)c2)c(C)c1,0,0.0,epoch_0
Cc1nc(C(C)C)nc2c1CCCC2,0,3.14e-05,epoch_0
Cc1nnc(C(=O)c2ccn(C)n2)c2ccccc12,0,0.0100253,epoch_0
C=CC(=O)OCCOCC(COCC(C)O)Oc1ccc(COCC(O)COCC(C)(C)OC(N)=O)cc1,0,0.0,epoch_0
Cc1sc(NC(=O)c2ccccc2)c(C(=O)OC(C)C(=O)Nc2ccc(Cl)cc2)c1C,0,0.0,epoch_0
CC(C(=O)NO)N(Cc1ccc(C(=N)N)cc1)C(=O)c1cc(F)ccc1-c1ncccn1,0,0.0002632,epoch_0
CCOC(=O)C1CCCN(C(=O)C(NC(=O)O)C(c2ccc(Cl)cc2)c2cccc(F)c2)C1,0,0.0,epoch_0
CCCC1(O)CC(NC=O)CN(C)C1,0,2.9e-06,epoch_0
C#Cc1ccc(C(=O)Nc2cc(C(=O)NC)ccc2Br)cc1,0,0.0,epoch_0
COC(=O)c1cn2c(N3CCCC3)cccc2n1,0,0.0,epoch_0
Cc1cc(Nc2ccccc2)c(=O)[nH]c1-c1ccc(C(=O)NCCC2CC(O)C2)cn1,0,0.5037842,epoch_0
COc1ccc(C(=O)NCCN(Cc2ccccc2)C(C)C)cc1COc1c(C)cc(C)cc1C,0,6.22e-05,epoch_0
COc1ccccc1NS(=O)(=O)c1ccc(-c2cc(C(=O)N3CCN(C(=O)c4cccs4)CC3)no2)cc1,0,0.001135,epoch_0
COC(=O)C1=C(C(=O)OC)C(CCC(C)C)c2ccccc2C(=O)C1,0,0.0,epoch_0
COc1ccc(C(=O)N2c3ccccc3SCC2C(=O)Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)cc1OC,0,0.0005922,epoch_0
Cc1ccc(SCc2ccc(C(=O)NNC(=O)CCc3ccco3)cc2)cc1,0,0.0,epoch_0
COc1cc(C2=CC3C(=O)C4C2=CCC(C)(c2ccc(C=O)cc2)C4C(c2cc(OC)c(O)c(OC)c2)N(c2c(C)cc(C)cc2C)C3=O)ccc1O,0,0.002816,epoch_0
CCCC=CCCCC=CC=CC=CCCC=CCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCC,0,0.0,epoch_0
CCN(CC)CCN1C(=O)NC(C2CCOc3ccc([N+](=O)[O-])cc32)C1=O,0,0.0017686,epoch_0
Cn1c(CCN)c(-c2cccnc2Cl)c2occc21,0,0.0005578,epoch_0
CC(C)(O)CCOCC1(C)CC1(C)C,0,1e-07,epoch_0
CCC=CC(=O)Nc1nc(C)nc2c1nc(C(C)C)n2C,0,0.0002833,epoch_0
CCN1Cc2cnn(-c3ccc(-c4ncccc4Br)cc3)c2N(C)C1=O,0,0.0009972,epoch_0
CCC1CCCCN1S(=O)(=O)c1cc(NC(=O)c2cccc(OCc3ccon3)c2)ccc1C,0,0.0002634,epoch_0
Cc1ccc(C)c(NC(=O)COC(=O)CN2C(=O)c3ccccc3C2=O)c1,0,0.0,epoch_0
CCC(CC)COc1ccc(CBr)cc1Cl,0,0.0001977,epoch_0
CC(C)(Cc1ccc(C(=Cc2ccc(F)c(F)c2)[N+](=O)[O-])cc1)C(=O)O,0,0.0,epoch_0
O=C(c1ccccc1)N1CCCC12CCc1ccccc1C2,0,1.11e-05,epoch_0
CC1CCN(c2nc(OCC(C)(C)C)cc(C(=O)N3CCOCC3)n2)CC1,0,0.001794,epoch_0
COc1cc(-c2ccc(F)cc2)cc2[nH]nc(Cl)c12,0,0.0002519,epoch_0
CC(N)C(OC(C)C(F)(F)F)c1ccccc1,0,1.21e-05,epoch_0
Cc1ncc(C(=O)N2CCc3c(-c4cccs4)cc(-c4cccnc4)nc32)cn1,0,0.0029724,epoch_0
CNC(=O)c1ccc2c(c1)C1OCC(NC(=O)COc3cccnc3)C1CO2,0,4.79e-05,epoch_0
CCN(Cc1ccccc1)C(=O)C(=O)Nc1cc(C)cc(C)c1,0,0.0001608,epoch_0
CCC=CCC=CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCC=CCCCCCC,0,0.0,epoch_0
CS(=O)(=O)c1cn(CC(N)=O)c2ccc(Cl)cc12,0,4.61e-05,epoch_0
CN=C(NCCN(C)C(C)C)NCc1ccc2c(c1)OCO2,0,5.59e-05,epoch_0
CCCNCC1(Cc2cc(F)ccc2Cl)CCC(C)(C)CC1,0,6.61e-05,epoch_0
C=CC(=O)NCCc1cn(CC(=S)NC)c(-c2cccc(OCC(=O)Nc3nccs3)c2)n1,0,0.0007579,epoch_0
Cc1[nH]nc(NS(=O)(=O)c2ccc(C(C)(C)O)cc2)c1-c1ccc(F)cc1,0,3.4e-05,epoch_0
CNC(=O)C(CN)N1CCCCCC1,0,7.5e-06,epoch_0
COc1ccccc1OCCNC(=O)c1cccc(N(C)c2ccc(Cl)cn2)c1,0,0.0040062,epoch_0
CCCc1nc(N(CC)CCN(C)C)n[nH]1,0,8.1e-06,epoch_0
CCCCCCN(C)CCCCN(CCCCOC(=O)c1ccc(OC)cc1)c1cc2c(OC(=O)c3ccc(-c4ccccc4)cc3)cccc2o1,0,0.0,epoch_0
CSN(C)CC(=O)N1CCc2cc(C(=O)N3CCN4CCN=C4C3)ccc21,0,0.0,epoch_0
CC1CC(c2ccc3nonc3c2)N(C(=O)c2ccccc2[N+](=O)[O-])CCN1,0,0.2446855,epoch_0
CN(C)C1CCN(C(=O)C2=NCCN2)C1,0,3.96e-05,epoch_0
Cc1cc(Cl)ccc1-c1nc(=O)c2c(cnn2C(=O)NCCl)o1,0,0.0008465,epoch_0
O=C(O)Cn1c(=O)[nH]c(=O)c2c(NN3CCCCC3)ncnc21,0,0.0,epoch_0
O=C(CSc1nnnn1-c1cccc(Cl)c1)NC1(c2ccc(Cl)cc2)CC1,0,5.67e-05,epoch_0
COc1ccccc1C(C)NC(C)c1ccccc1C,0,3.58e-05,epoch_0
CC(=O)N(c1cccc(CC(C)C)n1)c1ccc(C)c2[nH]ccc12,0,0.0001574,epoch_0
CCCCCCC1CC(C)=C(C=CC(C)=CC=CC(C)=CC=C(C)Oc2ccccc2)C(C)C1,0,0.6278055,epoch_0
CCCCN1C(=S)SC(=O)C1C(C(=O)C=Cc1ccco1)=C(O)c1ccc(Cl)cc1,0,0.0,epoch_0
CC1OCCC1CNC(=O)c1cc(Cl)nnc1C1CC1,0,0.0025447,epoch_0
CC(=O)CNC(=O)C(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CO)N(C)C(=O)CNC(=O)OCc1ccccc1)C(C)C,0,0.0,epoch_0
CC(C)CCOCCNS(=O)(=O)c1cccc([N+](=O)[O-])c1Br,0,0.0001305,epoch_0
CCCCCCCCCCCCCCCCCCCCC=CC(O)C(CO)NC(=O)CCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCC,0,0.0,epoch_0
CC1(C)N(C(=O)Nc2cccc(N3CCCCC3)c2)CCCS1(=O)=O,0,0.0001338,epoch_0
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCCCCCCCCC,0,0.0,epoch_0
CCC(C)SC(=S)SC,0,0.0,epoch_0
CC(CCN(CC(=O)O)CC(=O)O)(CC(=O)O)OC(=O)CCN(CC(=O)O)CC(=O)O,0,0.0,epoch_0
Cn1cc(CNC(=O)Cn2c(-c3cccs3)nc3ccccc32)cn1,0,0.0004293,epoch_0
Oc1ccccc1CC=NNNc1cccc2ccccc12,0,0.0,epoch_0
COc1cccc(OC)c1-c1nnc(-c2cccs2)o1,0,0.0002101,epoch_0
COc1ccc(C=CC(=O)Cc2ccc(C(N)=O)c(N)c2)cc1,0,0.060316,epoch_0
CCCC=C(NN)c1ccc(Cl)cc1,0,0.0,epoch_0
C=CCN1C(=O)C(c2ccccc2)C1C(=O)OCCCCN(C)C,0,0.0,epoch_0
CC(C)n1ncc(=O)c2c(Br)cccc21,0,0.0508789,epoch_0
C#CC1(NC(=O)C2C3C=COC3CN2C(=O)c2csc(-c3ccc4c(c3)OCO4)n2)CC1,0,0.0,epoch_0
N#CCCN1C(=O)C(=O)c2ccccc2S1(=O)=O,0,0.0271251,epoch_0
CCc1ccsc1C(C)Nc1nc(-c2c(Cl)cccc2Cl)ns1,0,0.0002032,epoch_0
O=C(Cn1ncc(Cl)c(Cl)c1=O)NC1COC2c3ccc(Cl)cc3C(=O)N2C1,0,0.0025872,epoch_0
CC(C)CCNCc1nnc(-c2ccn(C)n2)o1,0,2.99e-05,epoch_0
Cc1ccc(C=CC2=NCC(O)(Cc3cncc(C(F)(F)F)c3)C2)cc1,0,0.0008292,epoch_0
N#Cc1ccc(-c2cccnc2)cc1Cl,0,7.04e-05,epoch_0
C#Cc1c(Br)c(OC)c(O)c(OC)c1C(C)=O,0,0.0,epoch_0
CC(C(=O)c1ccc(C(=O)Nc2cccnc2)cc1)N1C(=O)C(=O)N(C)C(=O)c2ccccc2S1(=O)=O,0,0.0,epoch_0
CS(C)(=O)=NOCC1CCCC1,0,1.1e-05,epoch_0
C=CC(=O)N1c2ccc(NC(=O)c3ccco3)cc2SC2CCCCC21,0,0.0037093,epoch_0
O=CC1CCC(NC(=O)c2ccc3c4c([nH]c3c2)CCCC(C(=O)O)C4)CC1,0,0.0,epoch_0
C=CCN(c1ccccc1C)S(=O)(=O)c1ccc2c(c1)NC(C(=O)O)c1ccccc1-2,0,0.0,epoch_0
O=C(O)c1ccc2nc(Cc3cc(F)ccc3OCc3cccc(C(F)(F)F)c3)sc2c1,0,0.0,epoch_0
CC(=O)C1CCC(C)C(C)(C2CCCCC2)O1,0,1.83e-05,epoch_0
CCC(=O)N(C)C(C)C(Cc1ccccc1)NC(=O)OC(C)(C)C,0,0.0,epoch_0
CC(C=Cc1cccc(O)c1)CC(O)Cc1ncc(Cl)n1CCCCCN1CCN(C)CC1,0,7.05e-05,epoch_0
COc1cccc(CC(=O)c2cc(C)cc(C)c2OCc2ccc(Cl)cc2Cl)c1,0,0.0009902,epoch_0
CC1(C)CC(CNC(=O)c2ccco2)CC(C)(C)N1,0,7.36e-05,epoch_0
