SMILES,score,lambda_nm,qed,sa,scscore,rascore,clean,step,pass_baseline,pass_sa,pass_scscore,pass_synth
CCN(C)C(=O)c1ccccc1NC(=S)NC(=O)c1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,0.9340181,457.7888,0.1729,2.7477,2.9864654512904196,,True,38,True,True,True,True
C=CCN(c1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccccc4)cc3)cc2)cc1)c1ccc(OC)cc1,0.9158574,463.6136,0.0934,2.8784,2.697624181946511,,True,39,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccc(N=Cc6ccc(N=Nc7ccccc7)cc6)cc5)cc4)cc3)cc2)cc1,0.8933862,472.9403,0.0534,3.1096,2.6091262193155504,,True,39,True,True,True,True
O=[N+]([O-])c1ccc(C=Cc2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)cc1,0.9404843,452.58,0.2248,2.2815,2.055695934033115,,True,39,True,True,True,True
O=C1c2cc(N=Nc3ccc(N=Nc4ccccc4)cc3)ccc2-c2cccc([N+](=O)[O-])c21,0.9232941,474.3342,0.1613,2.752,2.7421267761747683,,True,40,True,True,True,True
COc1ccc(C=Cc2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)cc1N=Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.9108607,464.9376,0.0814,3.0448,2.6604854208466495,,True,40,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccc(N(c4ccccc4)c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1,0.9214474,470.8054,0.1264,2.397,2.842168430697977,,True,40,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccccc2N=Nc2ccc3ccccc3c2)cc1,0.9369692,453.2883,0.2023,2.5444,2.1062660048554687,,True,40,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(C=CC=Cc3ccc(N=Cc4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.9009824,455.2606,0.0555,2.9229,2.549038185469823,,True,40,True,True,True,True
O=C(Cc1ccccc1)Nc1ccc(-c2ccc(N=Nc3ccc(N=Nc4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,0.9096539,477.7162,0.1138,2.588,2.757035340659435,,True,41,True,True,True,True
Nc1ccc2c(c1)C(=Nc1ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc1)Cc1cc(N=Nc3ccc([N+](=O)[O-])cc3)ccc1-2,0.9060926,472.8818,0.0869,3.2524,2.7456641985650663,,True,41,True,True,True,True
COc1ccc(C)cc1N=Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.9296028,479.9895,0.2705,2.5571,2.261497848166128,,True,41,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccc4c5ccccc5c5ccccc5c4c3)cc2)cc1,0.9378879,454.3141,0.1949,2.1769,2.7926239722472666,,True,41,True,True,True,True
c1ccc(N=Nc2cc(-c3ccccc3)ccc2N=Nc2ccc(-c3ccccc3)cc2)cc1,0.9439531,455.364,0.2369,2.1727,2.6467928030690575,,True,41,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc3c(ccc4cc(N=Nc5ccccc5[N+](=O)[O-])ccc43)c2)cc1,0.9174409,453.1012,0.1047,2.8422,2.8176038197474864,,True,41,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3cccc(C=Cc4ccccc4)c3)cc2)cc1,0.9203726,471.0189,0.1262,2.6281,2.275288194910409,,True,41,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccccc3Cl)cc2)cc1,0.9475536,462.9625,0.2742,2.5247,2.0377239405483936,,True,41,True,True,True,True
C(=Cc1ccc(N=Nc2ccc(N=Nc3ccc(P(c4ccccc4)c4ccccc4)cc3)cc2)cc1)c1ccccc1,0.9164617,464.7657,0.094,2.6146,2.459382803071289,,True,42,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)cc1,0.9511202,453.6358,0.3149,2.1695,1.8879713153902415,,True,42,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc4ccccc4c3)cc2)cc1,0.9299639,474.7812,0.2023,2.5079,1.8369797643574248,,True,42,True,True,True,True
N#Cc1ccc(N=Nc2cccc(N=Nc3ccc(N=Nc4ccccc4)cc3)c2)cc1,0.9472952,465.6431,0.2887,2.6341,2.0967622511756137,,True,42,True,True,True,True
C(=Cc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1)c1ccc(N=Nc2ccccc2)cc1,0.9316844,456.5956,0.1525,2.2978,2.026229068492572,,True,43,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc3cc(N=Nc4ccccc4)ccc3c2)cc1,0.9388004,456.9266,0.2023,2.5527,2.0034961541050906,,True,43,True,True,True,True
S=C(N=Cc1ccc(N=Nc2ccccc2)cc1)Nc1ccccc1N=Nc1ccc(N=Nc2ccccc2)cc1,0.9060053,479.4762,0.1176,3.0057,2.5252852164142445,,True,43,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1,0.9271912,475.2122,0.1843,2.4085,2.0049614337535426,,True,43,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(Oc4ccccc4)cc3)cc2)cc1,0.9204739,478.252,0.1698,2.395,1.8297961525357147,,True,43,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(CN(c3ccccc3)c3ccc(N=Nc4ccccc4)cc3)cc2)cc1,0.9227387,460.7973,0.1116,2.6432,2.444912802239873,,True,43,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2cc3ccccc3cc2N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.926288,474.5663,0.1791,2.6541,2.1674825738210854,,True,43,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccccc3)c3ccccc23)cc1,0.9515504,469.5055,0.3432,2.1373,1.7079841997092657,,True,43,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccc(-c6ccccc6)cc5)cc4)cc3)cc2)cc1,0.9115111,472.6483,0.095,2.4949,2.1324932496698104,,True,43,True,True,True,True
C(=Cc1ccccc1N=Nc1ccc(N=Nc2ccccc2)cc1)c1ccccc1,0.9441323,459.1593,0.2342,2.4664,2.373271927966445,,True,43,True,True,True,True
C(=Cc1ccc2ccccc2c1)c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccccc4)cc3)cc2)cc1,0.9319042,460.6792,0.1502,2.4096,2.9679013581868308,,True,43,True,True,True,True
Oc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,0.9706337,458.989,0.5706,2.2074,1.5068904923785058,,True,43,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(Cl)cc3)cc2)cc1,0.9394227,474.3033,0.2742,2.4139,1.6231734013554315,,True,43,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2cc(N=Nc3ccccc3)ccc2O)cc1,0.9528491,464.1134,0.3399,2.604,2.034820473035085,,True,43,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2cc(N=Nc3ccccc3)c(C=Cc3ccc(N=Nc4ccccc4)cc3)cc2[N+](=O)[O-])cc1,0.8968917,475.7346,0.0693,3.1886,2.7740373352654997,,True,43,True,True,True,True
COc1cncc(N=Nc2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)c1,0.9435743,472.6838,0.3115,2.75,2.33833623150399,,True,43,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(-c5ccccc5)o4)cc3)cc2)cc1,0.945814,456.9272,0.2484,2.2293,2.969810030097377,,True,44,True,True,True,True
C(=Cc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1)c1ccccc1,0.945095,461.6182,0.2342,2.1361,2.0736735498217778,,True,44,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3cccc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,0.9156049,479.5198,0.1596,2.6378,2.5738453322129873,,True,44,True,True,True,True
NS(=O)(=O)c1ccc(N=Nc2ccccc2)cc1NC(=O)c1ccc([N+](=O)[O-])cc1,0.9533619,454.0356,0.3476,2.3818,2.9078454040322192,,True,44,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.923746,462.8303,0.117,2.5105,2.0516281107637755,,True,44,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(-c5ccc(N=Nc6ccccc6)cc5)cc4)cc3)cc2)cc1,0.9023895,479.2896,0.095,2.498,2.0516281107637755,,True,44,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc3cc(N=Nc4ccc([N+](=O)[O-])cc4)ccc3c2)cc1,0.9310543,470.2983,0.1791,2.5318,2.1241552654756175,,True,44,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(C=Cc3c(N=Nc4ccc([N+](=O)[O-])cc4)ccc4ccccc34)cc2)cc1,0.9087832,470.8823,0.0856,2.9173,2.753069684468901,,True,45,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccccc2N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.9328472,478.9174,0.2816,2.5359,1.9055784247833845,,True,45,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)cc3)cc2)cc1,0.9037659,479.3553,0.1003,2.49,2.1110873093399816,,True,45,True,True,True,True
[N-]=[N+]c1ccc(Nc2ccc(N=Nc3ccc(C=Cc4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.9281704,452.6956,0.156,2.8562,2.82189651089156,,True,45,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3cccc4ccccc34)cc2)cc1,0.9362499,468.1225,0.2023,2.4949,2.011029205147156,,True,45,True,True,True,True
c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccccc4N=Nc4ccccc4)cc3)cc2)cc1,0.9418858,457.9448,0.2139,2.2621,2.4905163420921608,,True,45,True,True,True,True
CNC(=O)c1cccc(N=Nc2ccc(N=Nc3ccccc3)cc2)c1,0.9697129,462.1012,0.577,2.4201,2.6013827042049362,,True,45,True,True,True,True
Nc1ncc(N=Nc2ccc([N+](=O)[O-])cc2)cc1N=Nc1ccccc1,0.9552859,463.1765,0.3755,2.8261,2.318819589542163,,True,45,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2cccc(N=Nc3ccc(N=Nc4ccccc4)cc3)c2)cc1,0.9236251,474.6897,0.1636,2.6564,1.9246335441860147,,True,45,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,0.9435484,473.599,0.306,2.361,1.607535503248331,,True,45,True,True,True,True
Nc1ccc(C=Cc2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1,0.9390103,457.772,0.1962,2.36,2.112663308195679,,True,46,True,True,True,True
O=[N+]([O-])c1ccc(C=Cc2ccc(N=Nc3ccccc3[N+](=O)[O-])c([N+](=O)[O-])c2)c([N+](=O)[O-])c1,0.9333628,461.4492,0.1695,2.8511,2.3980870203626443,,True,46,True,True,True,True
CC1(C)c2ccccc2N(c2ccc(N=Nc3ccc(N=Nc4ccc([N+](=O)[O-])cc4)cc3)cc2)c2ccccc21,0.922099,466.4499,0.1221,2.7995,2.8187394198502087,,True,46,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)nc3)cc2)cc1,0.9106292,473.4201,0.0993,2.8542,2.5191619661005533,,True,46,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccccc4)cc3)c3ccccc23)cc1,0.9167186,466.5788,0.0997,2.7181,2.9012622790577502,,True,46,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.9073356,479.6457,0.117,2.5105,2.0516281107637755,,True,46,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccccc4)cc3)cc2)cc1,0.9540234,463.8954,0.3213,1.9025,2.1689482054719704,,True,46,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N(c3ccccc3)c3ccc(C=Cc4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.9001015,473.983,0.0677,2.7121,2.6985307818453252,,True,46,True,True,True,True
N#CC(=Cc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1)c1ccccc1,0.9327912,452.5226,0.1771,2.5356,2.2118357184310393,,True,46,True,True,True,True
O=Cc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1N=Nc1ccccc1,0.9345493,471.5348,0.2177,2.7676,2.515675077093441,,True,46,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2cccc(-c3ccc(N=Nc4ccccc4)cc3)c2N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.9172134,464.4751,0.1003,2.9303,2.836080095471951,,True,47,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,0.935946,468.1755,0.1932,2.2217,2.079647687936524,,True,47,True,True,True,True
N#Cc1ccc(N=Nc2ccc(N=Nc3ccc4ccccc4c3)cc2)cc1,0.9536607,455.6796,0.3459,2.4953,2.0966705542888295,,True,47,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(CC=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)cc1,0.933508,467.1788,0.1886,2.8661,2.574924875375607,,True,47,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccccc2N=Nc2ccc(-c3cccc4ccccc34)cc2)cc1,0.9238017,471.5891,0.1443,2.5617,2.8764119077602763,,True,47,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccccc2)cc1NCc1cccc2ccccc12,0.9416969,454.3886,0.2268,2.309,2.8872404399453644,,True,47,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccccc3N=Nc3ccccc3)cc2)cc1,0.9480422,467.7722,0.2947,2.2482,1.83497497633594,,True,47,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccccc3-c3ccc(N=Nc4ccccc4)cc3)cc2)cc1,0.9217142,465.4624,0.117,2.7264,2.271669326538923,,True,47,True,True,True,True
COc1cc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc([N+](=O)[O-])cc4)cc3)cc2)ccc1C=Nc1ccc([N+](=O)[O-])cc1,0.8981124,460.2364,0.0477,3.0783,2.690048612605727,,True,47,True,True,True,True
COc1ccc(N=Nc2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)cc1OC,0.9389459,473.1923,0.2618,2.5328,1.9278684474777286,,True,48,True,True,True,True
O=C(C=Cc1ccccc1)NCc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,0.9410125,463.079,0.2175,2.5043,2.5251286976744165,,True,48,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C=Nc2ccc(N=Nc3ccccc3)cc2)cc1,0.9160356,450.1823,0.1086,2.9487,2.3376282462405076,,True,48,True,True,True,True
C(=Cc1ccc(N=Nc2ccccc2)cc1)c1ccc(C=Cc2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1,0.9196125,451.0962,0.1117,2.3769,2.026229068492572,,True,48,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccccc4)cc3N=Nc3ccccc3)cc2)c([N+](=O)[O-])c1,0.9066074,463.2596,0.0693,3.2157,2.8907644255050515,,True,48,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(C=Cc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)cc1,0.934369,469.3657,0.198,2.5933,2.4967536726156827,,True,48,True,True,True,True
CS(=O)(=O)c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.9297465,472.1912,0.1811,2.5081,2.6717094302278097,,True,48,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(C=Cc4ccc(N=Nc5ccc(C=Cc6ccc(N=Nc7ccccc7)cc6)cc5)cc4)cc3)cc2)cc1,0.8993184,458.5484,0.0501,3.0034,1.9871509687624178,,True,48,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc4c(ccc5c6ccccc6ccc45)c3)cc2)cc1,0.9097026,476.2442,0.106,2.6432,2.8319528971055994,,True,48,True,True,True,True
Fc1ccc(C(=Cc2cccnc2)c2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1,0.939349,463.7586,0.2125,2.6942,2.934120886099427,,True,48,True,True,True,True
COc1cc(-c2ccc(N=Nc3ccccc3)cc2)cc(N=Nc2ccccc2)c1N=Nc1ccccc1,0.937487,462.4749,0.1966,2.7541,2.8366580640850065,,True,48,True,True,True,True
O=C(NO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)c(N=Nc2ccc([N+](=O)[O-])cc2)c1,0.9331821,472.3228,0.2147,2.8271,2.8632617454944587,,True,49,True,True,True,True
O=[N+]([O-])c1ccc(N=Cc2ccc(N=Nc3ccccc3)cc2)cc1,0.9446773,453.4272,0.2578,2.3347,1.8621913137848636,,True,49,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccc4ccccc4c3)cc2)cc1,0.9543745,455.2727,0.3432,2.198,1.86623333645944,,True,49,True,True,True,True
C(=Cc1ccc(N=Nc2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1)c1ccc(N=Nc2ccccc2)cc1,0.9095684,477.5304,0.111,2.5019,2.026229068492572,,True,49,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(C=Cc4ccc(N=Nc5ccc(C=Nc6ccccc6)cc5)cc4)cc3)cc2)cc1,0.88621,476.0345,0.0458,2.9766,2.3404188388353937,,True,49,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccc4ccc5ccccc5c4c3)cc2)cc1,0.9421175,462.7872,0.2187,2.2883,2.5253601231042486,,True,49,True,True,True,True
CC[N+](=Cc1ccccc1N=Nc1ccc(N=Nc2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,0.9019342,476.6076,0.0865,3.1201,2.3456524442809443,,True,49,True,True,True,True
O=[N+]([O-])c1cccc(C=Cc2ccc(N=Nc3ccccc3)cc2)c1N=Nc1ccc(N=Nc2ccccc2)cc1,0.9120583,462.0884,0.0804,2.965,2.732934542636741,,True,49,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc3ccc([N+](=O)[O-])cc3c2N=Nc2ccccc2)cc1,0.9219825,477.4064,0.1791,2.7561,2.892135427841283,,True,49,True,True,True,True
Clc1ccc(C=Cc2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1,0.9420368,456.8714,0.2193,2.2894,2.011359097794842,,True,49,True,True,True,True
N=C1C=CC(=Nc2cc([N+](=O)[O-])ccc2N=Nc2ccccc2)C=C1,0.9458097,472.9271,0.3585,3.1451,2.742713168300668,,True,49,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc4ccc5ccccc5c4c3)cc2)cc1,0.9112554,477.6904,0.1204,2.5793,2.4775490670168123,,True,49,True,True,True,True
CC(=Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)c2ccccc12)c1ccc(N=Nc2ccccc2)cc1,0.9050659,477.1645,0.0964,2.8391,2.663273499949807,,True,49,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccccc3N=Nc3cccc(N=Nc4ccccc4)c3)cc2)cc1,0.9372184,462.9299,0.1916,2.5816,2.30855670722444,,True,50,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccccc3N=Nc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,0.9229607,475.6123,0.1628,2.4802,2.2183013590575795,,True,50,True,True,True,True
ClCN=Cc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,0.9328466,469.3847,0.1938,2.839,1.8535045774102836,,True,50,True,True,True,True
O=C(C=Cc1ccc(N=Nc2ccccc2)cc1)Nc1cc(N=Nc2ccccc2)ccc1N=Nc1ccccc1,0.9290887,457.7271,0.1471,2.8519,2.871205384944205,,True,50,True,True,True,True
C(=Cc1cc(N=Nc2ccccc2)cc(N=Nc2ccc(N=Nc3ccccc3)cc2)c1)c1ccccc1,0.9277291,451.3644,0.1525,2.5662,2.1495139240224788,,True,50,True,True,True,True
