SMILES,SMILES_state,NLL
COC(=O)C12CC3=C(C=CCC3c3ccc4c(c3)OCO4)CC1C(=O)N(c1ccccc1)C2,1,46.94
CC=CC1(O)CCCC1,1,26.75
Cc1cc(-n2ccc(C(=O)O)c2C)cc(C)c1C,1,29.88
CN(C)C1(C)CCN(C(=O)NC2CCc3c(F)cccc32)CC1,1,33.8
C=NCCC1C2=CC(OC3(CCCC3)O2)C(OCCNCC(=O)OCC)C2(O)COC(=O)C2C1C,1,81.18
CC(C)(C)OC(=O)N1CCCC1c1nc(CCOc2ccccc2)no1,1,29.82
CCCCN(CCOC)Cc1cccnc1Cl,1,25.93
Cc1cccnc1CN(CC(F)(F)F)C(=O)C1NNC12CCNCC2,1,38.93
CC(C(=O)NCc1ccncc1)N(C)Cc1ccc([N+](=O)[O-])cc1,1,27.38
NCCn1cc(C(=O)NCC2(C(N)=O)CCC2)nn1,1,27.68
Cn1cnc2cc3c(cc2c1=O)OCC3NC1CC(CCC#CCC2CNCCCN2)C1,1,64.83
CCn1cncc1CNc1ccc(Br)nc1,1,26.28
CCCCCCCCCCCCOc1ccc(C(=O)c2cccc(C3OC(COc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])CC3OCc3ccc(OC)cc3)c2)cc1,1,56.99
CCCNS(=O)(=O)c1cccc(C(=O)NC(C)c2ccc(C)cc2)c1,1,30.88
CC(C)(O)c1ccc(NC(=O)c2nc3ccccc3n2C(C)(C)CC2CC2)cn1,1,46.78
O=C(Nc1cccc(Cl)c1)N1CCN(c2n[nH]sc2=O)CC1,1,33.59
O=C(NC(=S)c1cn(-c2ccccc2)nc1-c1cccs1)Nc1ccc(-n2cncn2)cc1,1,34.74
Cc1nn(C)cc1CN1CCC(Cc2nc3c(c(=O)[nH]2)CN(Cc2cscn2)CC3)CC1,1,43.36
Cc1cc(Cc2ccccc2)c(C(=O)O)cc1C(=O)C(N)C(C)O,1,41.95
CCN1CCN=C1c1cccc(OCl)c1,1,32.16
CC(C)(C)CC(C)(C)c1ccc(Oc2ccc(-c3c(N)noc3-c3ccc4cccccc3-4)cc2)cc1,1,48.23
CCCCOC(=O)C(NC(=O)C(c1ccccc1)n1cnc(-c2ccccc2)c1)C(C)C,1,40.16
CCCCCc1nc(N)sc1-c1ccc(-n2ncnc2C)cc1-c1ccccc1,1,46.71
CC1(C)CC(c2nncs2)Cc2c(C(=O)NCc3cccnc3)n[nH]c2C1(C)C,1,50.12
COc1cc(Oc2ccc(NC(=O)C3C(c4ccc(C#N)c(Cl)c4)C3(C)C=O)cc2C)cc(C(=O)Nc2n[nH]c3c2CN=C3)c1,1,71.04
Cc1ccc(C(=O)NOC(C)(C)C)c(Cl)c1,1,27.64
CCC1(NCc2cccnn2)CC1,1,26.27
CC1CN(Cc2cccc(-c3nn[nH]n3)c2O)C(C)CO1,1,34.14
CCCOC(=O)OCC1CC(OC(OCC)N2CCSCC2(C)C)C(CO[PH](OCCC#N)(OCC2CC(COP(OCCC#N)N(C(C)C)C(C)C)C(COC)O2)N(C(C)C)C(C)C)O1,1,94.27
COc1cc(C(N[S+]([O-])C(C)(C)C)C(=O)NC(Cc2cccc(C#N)c2)C2CCCCC2)cc(C(F)(F)F)c1,1,53.92
CCCCNC(=O)C(CC)N(Cc1c(Cl)cccc1Cl)C(=O)COc1ccccc1C,1,26.09
Cc1ccc(N2C(=S)NC(c3ccccn3)C2c2cc3ccc(Br)cc3n2Cc2cccc(F)c2)cc1C,1,43.21
NC(Cc1cccc(Br)c1)c1nnnn1C1CCCC1,1,29.71
COC(=O)c1cccc(C(=O)N2CC2COc2ccc(Cl)cc2)c1,1,36.42
CCCCCCCCC=CCCCCCCCC(=O)OCCCCC=CCCCCCCC(=O)NC(CO)C(O)C(O)CCCCCCCCCCCCC,1,31.92
CN1CCC(N2C(C(=O)O)CCN(S(C)(=O)=O)CC2c2nccs2)CC1,1,45.99
COC(=O)c1cnn2ccc(-c3cncc4ccccc34)cc12,1,30.64
C#CCOc1ccc(Sc2cc(C(=O)O)c(F)cc2[N+](=O)[O-])cc1OC,1,41.65
O=C1CN(C(c2cccs2)c2cc(Br)ccc2O)C(=O)C(=O)N1,1,37.44
Cc1nc2ccccc2cc1C(=O)NN=CC1=Cc2ccccc2OC1,1,32.51
COC(=O)CN1CCCN(C(=O)c2ccc3cc[nH]c3c2)CC1,1,29.7
CCC(=O)N(C)C(C)C(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1CO,1,43.4
CCCCCC=CCC=CCC=CCC=CCCCC(=O)Nc1nc(C)c(C(C)=O)s1,1,37.07
CC(C)CCCC(C)C1CCC2(C)C(C(=O)NS(=O)(=O)C3CC3)(c3cnnn3CC(=O)c3cc(Cl)cc(Cl)c3)CCC12C,1,70.68
CCCc1cn(C)cn1,1,26.72
CCc1ccc(N(CC(=O)NCC(O)c2ccccc2)S(C)(=O)=O)cc1,1,29.85
Cc1ccnc(Oc2ccc(Br)cc2CO)c1[N+](=O)[O-],1,29.13
O=C(CC1CCCCC1)Nc1nc2ccccc2n1C1CNC2(CCC1NC(=O)c1cc(Oc3ccc(NS(=O)(=O)c4c(F)cccc4F)c4ccccc34)ccn1)CC2,1,79.34
COc1ccc(C(N)=O)cc1CN1CCCCC1,1,25.84
COc1ccc(CCN(C(=O)Cc2c[nH]c3c(C(C)(C)C)cccc23)C(C(=O)OCc2ccccc2)C(C)C)cc1OC,1,51.2
O=C(Nc1ccccc1)Nc1cccc(-c2cn3cccnc3n2)c1,1,25.87
CCCCCCCCC=CCCCCCCCC(=O)OCCCCCC,1,22.22
CC(C)(C)C(O)(CN(CC#N)CCC#N)C(=O)Nc1ccc2oc(C(N)=O)cc2c1,1,55.81
CC(C(O)C(O)CF)S(=O)(=O)c1ccc(F)cc1,1,37.57
COc1ccc(C(=O)NCC2(C(=O)O)CCCC2)cc1Br,1,26.09
Cc1ccc(COC2CC3CCC(C2)[N+]3(SC2CNCC2C(=O)NCc2ccccc2)S(=O)(=O)C2CC3(CC3C(=O)O)C2)cc1,1,88.38
C=C1C(=O)C=C(C2=CC=C3CC(C(=O)COC(C)=O)CCC3(C)C2CC(=O)c2ccccc2)CC1=O,1,63.36
CSc1ccccc1C(O)c1ccc(C(F)(F)F)cc1,1,23.81
CC(CCN)N1CCN(C2CCCCC2)CC1,1,23.0
CC(C)(C)OC(=O)NCCOC(=O)OCOCCCN(CO[N+](=O)[O-])[N+](=O)[O-],1,43.15
CC(NC(=O)OC(C)(C)C)C(=O)NC1CCCC1,1,22.93
CCOc1ccc(C=CC(=O)Nc2cccc([N+](=O)[O-])c2C)cc1OCC,1,28.45
CCC(C)(C)C(=O)N(C)COCCNC(=O)OCCn1nc2cc(C)c(Br)cc2n1,1,60.62
O=C1COC2(O1)C1CCCC2C2(C1)OCC(OC(=O)C1CCCCO1)O2,1,56.43
CCOc1ccc(NC(=S)Nc2c(C)nn(Cc3ccc(Cl)c(Cl)c3)c2C)cc1,1,29.49
OCCNc1cccc(-c2cccc3ccccc23)c1,1,28.0
CC[n+]1ccn(-c2ccc3c(c2)C(=O)CC2=C3C(=O)c3ccccc3C2=O)c1,1,46.85
CC(C)(C)OC(=O)C1C2Cc3c([nH]c4ccccc34)C2CN1C(=O)OCc1ccccc1,1,38.8
O=C(c1ccccc1)c1cc(C(c2ccccc2)c2ccccc2)c2ccccc2c1,1,29.29
Cc1cc(N)cc(C)c1SCN,1,26.44
CCCN1CC(C(=O)OC)=C(Nc2ccc(C(=O)NCc3ccco3)cc2)C1=O,1,32.57
CNc1cc(C)nc(NCC(C)OC)n1,1,24.92
Nc1ncc(-c2c[nH]c3ccc(Br)cc23)s1,1,27.87
