SMILES,SMILES_state,NLL
Cc1ccc(N(c2ccccc2)c2ccc(C=Cc3ccc(N(c4ccc(C)cc4)c4ccc(C=C(C#N)C(=O)O)cc4)cc3)cc2)cc1,1,25.52
CCCC1=C(c2ccc(-c3c(OCC)cc(-c4ccc(-c5cnc(C)o5)cc4)c4[nH]nnc34)cc2)OCCO1,1,52.61
O=C(O)CSc1ncc(-c2ccc(-c3ccccc3)s2)n1CC1CCCO1,1,29.56
N#CC(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)C(=O)O,1,14.97
C=c1c(=C(C#N)C#N)c2sc3ccccc3c2n1-c1ccc(C#N)cc1,1,31.14
CCc1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(NC(C)C)ccc12,1,28.97
CCCCn1c2ccccc2c2c(-c3ccccc3)cccc21,1,28.97
CNC(=O)Cn1nc(-c2nc3ccc(F)cc3s2)c2ccccc21,1,30.88
COc1ccc2c(c1)c1cc(-c3ccc(N(C)C)cc3)sc1c(=O)n2C,1,26.57
COc1ccc(-c2cc(C(C)=O)c(N(C)C)o2)cc1,1,24.14
COc1ccc(C(=O)O)cc1OC,1,19.16
c1ccc2c(-n3c4ccccc4c4cc(-n5c6ccccc6c6oc7ccccc7c65)ccc43)cccc2c1,1,36.29
Cc1ccc2c(c1)N(c1ccc(C=C3SC(=O)NC3=O)cc1)CCCS2,1,26.45
C(#Cc1nc(-c2ccccc2)nc(-c2ccccc2)n1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,1,22.11
CCCCN1c2ccccc2Sc2ccc(C=C(C#N)C(=O)O)cc21,1,17.81
CCCCCCN(CCCC)CCCCCCn1cc2c3ccccc3n(C)c2c2cccc3c4c(C#N)c(c5cc(CCCC)ccc5n(-c5ccc(C=C(C#N)C(=O)O)cc5)c4c32)c2nc3ccccc3c21,1,65.52
CCCCCCCCCCCCCCc1ccc(C=O)c(O)c1,1,21.65
COc1cc2nc(CN(C)C)c3ccccc3c2cc1O,1,29.86
N#Cc1ccc(C#Cc2c(F)c(F)c(F)c(F)c2F)cc1C#N,1,21.09
CCN(CC)c1ccccc1N=Cc1ccco1,1,24.06
CCOC(=O)c1cc(-c2ccccc2)c([N+](=O)[O-])c(=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)[n+]1=[N-],1,36.24
CCOC(=O)c1cc(C(=O)OCC)n(-c2ccc(C(C)=O)cc2)n1,1,22.94
CCCCc1cc2c(s1)c1c(-c3ccc(C=C(C#N)C(=O)O)s3)cc3ccccc3c1n2CCCC,1,31.17
CCCCCCN(c1ccc(C=C(C#N)C(=O)O)cc1)c1ccc(C=C2C(=O)C(=O)c3ccc(C(=O)O)cc32)cc1,1,29.09
CCCCCc1ccc(C=C(C#N)C(=O)O)s1,1,16.67
COc1ccc(-c2c3nsnc3c(-c3ccc(OC)cc3)c3c2[nH]c2ccccc23)cc1,1,27.63
COc1ccc(C2CC(=O)NC(Nc3ccccc3C(=O)OC3CCCC(C)C3)=N2)cc1,1,38.97
C(=Cc1c2ccccc2c(-c2cccc3ccccc23)c2ccccc12)c1ccccc1,1,30.58
COc1cc2c(cc1C(C)(C)C)C(C)(C)[N+](c1ccccc1)=C2,1,30.41
Cc1ccc2c(c1)Cc1ccc(Oc3ccccc3)cc1-2,1,24.38
Cc1cc(C=C(C#N)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc3)cc2)cc(C)c1-c1oc(-c2ccccc2)cc1-c1ccc(C#Cc2ccccc2)cc1,1,47.95
CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,1,25.9
CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc2c(-c3ccc(C(C)(C)C)cc3C(C)(C)C)c3ccc(=[NH2+])cc-3oc2c1,1,29.2
[NH2+]=c1ccc2c(-c3ccccc3)oc3cc(-c4ccccc4)ccc3c-2c1,1,21.95
Cc1cc2nc3cc(C(C)(C)C)ccc3c(-c3ccccc3)c2cc1F,1,30.76
C1=Cc2c(-c3ccc4cccc5c4c3C=C5)c3c(c4c2ccc2c5ccccc5c5ccccc5c24)C(=C1)c1ccccc1-3,1,36.18
COc1cc2c(cc1C)C(=O)c1ccccc1-2,1,28.46
CC1(C)c2cc(-n3c4ccccc4c4ccccc43)ccc2-c2cc3c4ccccc4n(-c4ccncc4)c3cc21,1,27.55
CCCCc1c(-c2ccc(C=Cc3ccc(-c4ccc(-c5scnc5C)s4)s3)s2)c2ccccc2c2nsnc12,1,41.43
COC(=O)C1=C(C=C2C=CCCn3c4ccccc4c4cccc2c43)n2c(cc3cc(N4CCCCC4)ccc32)C1=O,1,53.04
CC(C)CCn1c(-c2c3ccccc3c(-c3ccc(C=C(C#N)c4nc5ccccc5s4)cc3)c3ccccc23)nc2ccc(-c3ccc(C=C(C#N)C(=O)O)cc3)cc21,1,44.26
CCN1C(c2ccc(-c3cccs3)s2)=C2C(=O)c3cc(-c4ccc(N(C)C)cc4)sc3C(N)=C2C1C,1,50.25
COc1cc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)sc1-c1ccc(C=C(C#N)C(=O)O)s1,1,24.18
N#CC(=Cc1ccc(C(CCCN2CCSc3ccccc32)=C(C#N)C#N)cc1)C(=O)O,1,32.72
c1ccc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)cc1,1,19.64
CCn1c2ccccc2c2cc(C=Cc3ccc(N(c4ccc(C=CC5OCCCC5=O)cc4)c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)ccc21,1,37.58
CCCCCCCCOc1ccc(-c2cccc3c2C=CC(c2ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc2)=CC2=C3C23CCCCC3)c(CC)c1,1,56.26
CCCCn1c2ccccc2c2ccc3cc(N4CCCCC4)sc3c21,1,31.51
[O-]c1ccc2[o+]c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3c4ccccc4c(-c4ccccc4)c4ccccc34)c2c1,1,42.16
N#Cc1c(C#N)c(-c2ccccc2)c2cc3c4ccccc4c4ccccc4c3cc2c1C#N,1,31.81
Cc1ccc(-c2cc3nc4ccccc4[n+]([O-])c3c3ccccc23)o1,1,31.41
CCCCC(CC)COc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nn(-c4ccc(-c5ccccn5)nc4)nc23)cc1,1,36.96
CCCCCCCCC(CCCCCCC)(CCCCCCCC)Cn1c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc2c2c3ccc(N4CCCCC4)cc3n(CCCC)c21,1,47.8
CC1(C)C=Cc2ccccc2O1,1,15.49
Cc1onc(-c2ccccc2[N+](=O)[O-])c1C(=C1C=C(c2ccccc2)OC(c2ccccc2)=C1)c1ccc([N+](=O)[O-])cc1,1,38.35
CC(=O)c1ccc(-c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,1,29.35
Cc1ccccc1-c1nc(-c2cccc(C(=O)N3CCOCC3)c2)no1,1,31.08
CCCCCCCCCCCCCC[N+]1c2ccc(C(C)(C)C)cc2C=Cc2ccc(C(=CC=C3C=CN(c4ccc(S(=O)(=O)O)cc4)C3=O)c3ccc(NCCCS(=O)(=O)[O-])cc3)cc21,1,57.89
COc1ccc2c(c1)CCc1c-2c2ccc(-c3ccc(C=C(C#N)C(=O)O)o3)c3ccc4cccc1c4c32,1,34.22
