SMILES,SMILES_state,NLL
O=[N+]([O-])c1ccc(Br)c(-c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1,1,22.22
CC1=C2C(=C3CC=CC=C3C1(C)C)SC(=C1SC(=O)NC1=O)N2CC(=O)O,1,44.69
CCCCCCCCN1C(=O)C(=Cc2sc(C=C(C#N)C(=O)O)c(C)c2C)c2cc(C(=O)O)ccc21,1,29.87
Oc1ccc(-c2ccccc2)cc1,1,16.35
Cn1c(-c2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,1,16.76
COc1ccc2oc(=O)c(CC(NC3C=C(SC)NC(C)N3)C(=O)O)cc2c1,1,47.07
CCCCCCCCC1(c2cc(-c3sccc3CCCCCC)sc2-c2ccc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)s2)CCCC1,1,48.01
CCCCCCN1C(=CC2=C([O-])C(CCC)C2=C(C#N)C#N)Sc2ccccc21,1,27.62
COCCOc1cc(-c2ccc(-c3ccc(C4=CCCC5=C4CCCC(C(=O)O)=C5)cc3)s2)[nH]c1-c1ccc(-c2ccc(C=C(C#N)C(=O)O)s2)cc1,1,64.1
COc1ccc2oc(=O)c(C=Cc3ccccc3)cc2c1,1,17.99
CN(C)c1ccc(C#Cc2c3c#cc(C(C)(C)C)ccccc(N(C)C)c4c5cc(C#Cc6cccc([N+](=O)[O-])c6)ccc4c2c2c(c3)Sc3ccccc3-c52)cc1,1,57.99
CC1CCC(C(C)(C)C)CC1N1c2ccccc2Sc2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,1,28.92
CCCCCCCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(C=C(C#N)C(=O)O)sc21,1,27.72
CCN(CC)c1ccc(-c2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c2-c2ccccc2)cc1,1,25.46
CCN(CC)c1cc2c(cc1C(C)(C)C)C(=O)c1ccccc1C2=O,1,31.2
CCN(CC)c1ccc(-c2nc3ccccc3s2)cc1,1,18.74
CCC1=C(C(C)C)C(O)C(C)(C)C2=CC(=O)C=C3C4=CC(C(C)(C)C)=CC1C4(C(=O)O)CCC32C,1,45.05
O=C(O)C=Cc1ccc2c(c1)c(-c1ccc3cc(C(=O)NCCCCCC(=O)O)ccc3c1)c(-c1cc3ccc(O)cc3oc1=O)c(=O)n2C1C2CC(CO)OC1N(CC1CCCC1)C2=O,1,80.54
CC(C)(C)c1ccc2c(C(=O)Nc3ccc(C(=O)C=Cc4ccc(N5CCCCC5)cc4)cc3)cc(=O)oc2c1,1,29.27
Cc1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(C(C)(C)C)cc1-c1nc(C)c(-c2nc3cc(-c4ccc(C(C)(C)C)s4)sc3s2)s1,1,44.43
C=CCN1CC=C(CCc2ccc(OC)c(-c3cccc4c3oc3ccccc34)c2)C(c2ccccc2)C2=C1CC(CC)(CC)CC2=O,1,48.18
CN(CCO)c1ccc(C=CC(=O)c2ccc(NC(=O)c3cccc(C(F)(F)F)c3Cl)cc2)cc1,1,23.05
COc1ccc(C=C2C=C(c3ccccc3)OC2=O)cc1,1,18.33
COc1cc(C)c(N=c2sc(CC(=O)O)c3sc(=Cc4ccc(N(C)C)cc4)c(=O)n23)cc1C,1,43.09
CCCCCCNc1nc2c(C(=O)c3ccccc3)nc3c(-c4ccccc4)nc4c(Cc5ccccc5)c5ccccc5nc4c3c2c2ccccc12,1,44.66
C1=Cc2ccccc2N(c2ccccc2)c2ccccc21,1,15.71
COC(=O)C1=C(C)C(C)(C)Cn2c1cc1c2C(C)(C)C(c2ccc(C(=O)OC)cc2)=C1C,1,44.56
CCCCC1(CCCC)c2cc(N(c3ccccc3)c3ccccc3)ccc2Sc2cc(C=C(C#N)C(=O)O)sc21,1,26.43
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccncc4)cc(C=Cc4ccc(C=C(C#N)C(=O)O)cc4)c3)ccc21,1,29.33
CCCCCCCCCN1C(=O)C(C)(CCC=CC=CC(=O)OCC)CCC1CCC=C(C)C,1,46.72
N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O,1,15.21
Cc1cc(-n2c(-c3ccccc3)cc3cc(C(C)(C)C)ccc32)ccc1C=C1SC(=S)N(CC(=O)O)C1=O,1,35.66
O=C(O)CN1C(=O)C(=Cc2ccccc2N2CCC2)SC1=S,1,22.28
CCN(CC)c1ccc(-c2nc(-c3cccs3)c(S)o2)cc1,1,30.63
CC(C)(C)c1ccc2c3cccc4cccc5c(cc(C(C)(C)C)c2c1)C3=c45,1,28.02
CC(C)(C)c1ccc(C2CCC2)cc1,1,22.07
CCCCN(CCCC)C1=NC(=O)C(=C(C#N)c2c3ccccc3nn2-c2ccccc2)S1,1,33.41
CCCCCCCCc1nc2sc(-c3cccs3)c(-c3ccc(C=C(C#N)C(=O)OCC)cc3)c2c(=O)n1CCCCCCCC,1,35.99
Cn1c2ccccc2c2sc3ccccc3c21,1,24.73
CCCCn1ncc2c1c1cnc(N(C)C)nc1n2Cc1ccccc1,1,27.66
COc1ccc(-c2oc3ccc(N4CCCC4)cc3c(=O)c2OC)cc1,1,28.03
COc1ccc(-c2ncc3ccc4nc(-c5ccc(-c6ccc(-c7nc8ccccc8n7C)cc6)cc5)cc5ccc2c3c54)cc1,1,46.51
CC1(C)CC(=C(C#N)C(=O)O)c2ccc(-c3cc4cc5cc(-c6ccc(C=C(C#N)C(=O)O)s6)sc5c(Cl)c4s3)cc21,1,40.06
CCCCN1C(=O)C(C)(C)c2ccc(N)cc21,1,17.26
Cc1ccccc1NC(=O)c1cccs1,1,19.81
CCCCCCCCc1c(-c2nnc(-c3ccc(-n4c5ccccc5c5ccccc54)s3)o2)cccc1-n1c2ccccc2c2ccccc21,1,31.14
CCN(CC)c1ccc2cc(-c3ccc([N+](=O)[O-])s3)c(=O)oc2c1,1,22.8
CC(C)(C)NCc1ccc(C#N)c2ccccc12,1,26.05
CCCCCCCCn1c2ccccc2c2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N7SC(c8ccc(-c9ccc(C=C(C#N)C(=O)O)s9)cc8)OC7=O)cc6)cc5)s4)s3)ccc21,1,47.37
O=C(O)C=Cc1ccc(-c2ccc3ccc4cccc5ccc2c3c45)o1,1,20.84
O=C1c2ccc(-c3ccc([N+](=O)[O-])cc3)cc2C(=O)N1c1ccc(-c2nc3ccccc3s2)cc1,1,26.81
Cc1ccc(-c2nc3c(c(-c4ccc(C#N)s4)cc(=O)n3C)n2C)s1,1,34.4
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc4nc5c6ccccc6c6ccccc6n5c4c3)n2)cc1,1,24.64
CCOC(=O)c1cc(C(=O)OCC)c(NC(=O)C=Cc2ccc(N(C)C)cc2)s1,1,23.34
O=C(O)C(=O)NCCO,1,15.86
CC1(C)CC(=O)c2c([nH]c3nc4ccccc4nc3c2=O)C1,1,27.15
COC(=O)c1ccc(C(=O)C=Cc2ccc(C)s2)cc1,1,26.74
CCCCCN(c1ccc(-c2cc3sc(C=Cc4cc5cc(C=C(C#N)C(=O)O)cc(C6CCCCC6)c5s4)cc3s2)cc1)c1ccc2c(c1)C(C)(C)c1ccccc1-2,1,54.88
Cc1nsc(-c2ccc(C=Cc3ccc(C=C(c4nnn(-c5ccccc5S(C)(=O)=O)n4)c4cccs4)s3)cc2)n1,1,55.11
N#CC(=Cc1ccc(-c2ccc(-c3ccc(C=C(C#N)c4cc(=C(C#N)C#N)c5ccccc5c4=C(C#N)C#N)cc3F)s2)s1)C(=O)O,1,36.22
CCCCCOc1ccc(-c2nc(N3C(=O)CC(CC)C3=O)sc2-c2ccc(OC)cc2)cc1,1,42.8
