SMILES,SMILES_state,NLL
CCNCc1cccc(OCc2cn3cc(Cl)ccc3n2)c1,1,26.45
CCCC1(CC)NC(=O)N(NC(=O)COc2ccccc2I)C1=O,1,30.7
CCNC1C(=O)N(C(C)C)c2cccc(OC)c21,1,29.06
Clc1ccc(-c2nnc(NCc3cn4ccsc4n3)o2)cc1,1,27.69
CC1(c2cc(NS(C)(=O)=O)ccn2)C2CCCC21,1,34.81
OC1(C2CCCCC2)SCCS1,1,24.06
CN1CCS(=O)(=O)N(c2ccccc2)C1c1cccc(Cl)c1,1,33.57
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCCCCC(=O)Nc1ccc(O)c(C)c1,1,38.67
Nc1cc(-c2cccc(CCCCCCCN(C=O)CCCCOc3cccc(Cl)c3)c2)ccn1,1,54.83
CC(=O)NC1(N2C(=O)CCC2=O)CCCCC1,1,26.25
O=S(=O)(Nc1cccnc1OC1CCN(Cc2ccc(Cl)cc2)C1)c1ccc2c(c1)OCCO2,1,40.57
C=CC(=O)OCCC(C)C(=O)O,1,24.31
CC(=O)OC1CCC2OC(=O)C(C)=C2C2(C)CCC(C)C(C)(C)C12,1,42.59
COc1cccc(NC(=O)C=Cc2nnc3ccccn23)c1OC,1,33.64
COCc1ccc2c(c1)CCCC2C(=O)N1CCNCC1,1,33.71
CC(C)C1=CC=C(NC(=O)C2C3=CCC(C(=O)NCCO)C45CCN(S(=O)(=O)c6ccccc6)OC4C(c4ccccc4O)C(C=C3)C2O5)CC1,1,85.91
O=C(CN1CCOc2ccccc2C1)Nc1ccc(F)cc1,1,26.11
CC(Nc1cccc(C#N)n1)c1ccc2c(c1)CCO2,1,26.58
CC(C(=O)O)N(C)CCc1ccc(F)cc1F,1,26.48
Cc1nc(C)n(CCC(=O)NCC(Cc2ccc(-c3ccccc3)cc2)C(=O)NC(C)C)n1,1,42.75
C=C(CCCC)CCCCCC(=O)O,1,23.28
O=C(Oc1ccc(C(F)(F)F)cc1)N1CCC(CN(CC2CCCCC2)C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1,1,44.08
C=CCNc1cc(-c2ccc(N=CNN)cc2)nc(Nc2ccccc2)n1,1,36.78
CC(=O)c1ccccc1NC(=O)c1n[nH]c2c1CN(C(C)=O)CC2,1,31.33
O=C(c1ccccc1)c1ccc(O)c(CC(Cc2cccc3ccccc23)C(=O)O)c1,1,38.28
COC(=O)c1ccc(OC(=O)c2ccccc2)cc1N=Nc1ccc(Br)cc1,1,33.47
Cc1ccc(S(=O)(=O)N2CCCC(C(=O)Nc3nc(C(C)(C)C)cs3)C2)cc1,1,28.49
COCCN1CCC2(CCN(C(=O)c3ccc(Cc4ccc(F)cc4)s3)C2)CC1=O,1,42.51
CC(C)(C)c1nnc(SCC(=O)Nc2ccn(-c3ccccc3)n2)n1CC1CCCO1,1,35.56
Brc1cc(NCCC2CCCCO2)ccn1,1,25.02
CC1(C)OCC(CCBr)O1,1,22.03
CCC1CC(CNC2CN(Cc3ccccc3)Cc3c2cnn3C(C)C)CCO1,1,44.6
O=C(OCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)c1ncncc1COc1ccccc1,1,38.45
CC([O])=CC(Cl)C(=O)O,1,32.45
N#Cc1cnc(N2CCC3(CC2)COC(CC(=O)O)C3)nc1,1,30.5
COc1cccc(CN2CCCC3(CCN(C(=O)COc4ccccc4Cl)CC3)C2=O)c1,1,33.4
Nc1cccnc1Oc1ccccc1Br,1,24.18
CC1CC(C)CN(C(=O)CCc2ccccc2)C1,1,22.81
