SMILES,SMILES_state,NLL
CN1CCN(N=Cc2cc3c(oc4ccccc43)c3c2=C2c4ccccc4C(=C4Nc5ccccc5N42)C=3)CC1,1,59.5
Nc1ccc2cccc(-c3ccc(O)cc3)c2c1,1,23.21
C[n+]1c(C=Cc2ccc(NCCCCn3c(C=Cc4ccc5c(c4)C(C)(C)c4cc(N6c7ccccc7Cc7ccccc76)ccc4-5)nc4ccccc43)cc2)sc2ccccc21,1,57.67
CN(CCO)c1ccc(C=CC(=O)c2ccc(N3CCCCC3=O)cc2)cc1,1,18.63
CCCCCN(CC)c1ccc(C(=O)C=Cc2ccc(-c3cnc4ccccc4n3)cc2)cc1,1,33.21
O=C(O)CN1C(=O)C(=C(C(=O)O)N2CCCC3Sc4cc(C#Cc5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc4C32)SC1=S,1,36.33
CCCCCc1ccc(C=Cc2nc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)nc(-c3ccc(C=C(C#N)C(=O)O)cc3)n2)cc1,1,26.18
N#CC(=Cc1ccc(C=Cc2ccc(-c3ccc(C#Cc4ccccc4)s3)s2)cc1)C(=O)O,1,27.03
COc1ccc(C(=O)c2c(N)c3cc4c(cc3oc2=O)OCCO4)cc1,1,26.75
CC[N+](CC)=c1ccc2c(-c3ccccc3C#N)c3ccc(N4CCCCC4)cc3oc-2c1,1,25.8
CN(C)c1ccc2c(c1)C(C)(C)c1ccccc1-2,1,16.13
O=C(C1=NN(c2ccccc2)C2CCCCCC12)c1ccc(F)cc1F,1,34.15
CC(=O)c1cc2c3c(-c4ccc(C(F)(F)F)cc4)n4c(c(C(=O)NCCCCCC(=O)O)c(c1)c24)C=CC(c1ccc(C(=O)O)cc1)=C3,1,45.87
CC(C)c1ccc2cc3c(nc2c1)NC(=O)CNC3=O,1,29.23
