SMILES,SMILES_state,NLL
CCCCN1C(=O)c2cccc3c(N4Cc5cc6c(cc5CC4=O)OCO6)ccc(c23)C1=O,1,31.91
C(#Cc1nc(-c2ccccc2)nc(-c2ccccc2)n1)c1ccccc1,1,17.26
COc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1sc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(C#N)c1C#N,1,35.55
CCCCc1cc2c(s1)c1sc(-c3nc(C=C(C#N)C(=O)O)c(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)cc4)n3CCCC)cc1c1sc3nc(-c4ccccc4OCCC)n(CCCC)c3c21,1,62.87
CCCCCCn1c(C=Cc2ccc(N(c3ccc(C)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(C(=O)OCC)c2cc(C(=O)O)ccc21,1,44.18
CN1C(=O)C(C)(C)c2c(F)c(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc3c21,1,35.37
COc1ccc2nc3c(c(C(C)=O)c2c1)C(=O)CC(C)(C)O3,1,27.56
CC(C)(C)c1ccnc(-n2c3ccc(C(C)(C)C)cc3c3ccc(-c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)cc32)c1,1,27.9
C(=Cc1cc2c3ccccc3oc2c2ccccc12)c1ccncc1,1,25.0
Cn1c(C=Cc2ccc(C#N)cc2F)c2ccccn2c1=O,1,28.73
COc1ccc(-c2cc(Cc3ccc(C=Cc4ccc(C=C(C#N)C#N)s4)c(C#Cc4ccccc4)c3)ccc2OC)cc1,1,48.77
CCOC(=O)c1c(-c2ccc(F)cc2)cc2cc(OC)c(OCC)cc2c1C(=O)OCC,1,34.42
CC(C(=O)O)c1cc(C2=c3ccc(-c4ccc5cc(N(C)C)ccc5c4)cc3=CC2=CN(C)CC2CCCCC2)cs1,1,56.56
CCCCn1c2ccccc2c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc21,1,20.08
c1ccc(-c2cccc3c4c5c(cccc5n(-c5ccccc5)c23)c(-c2ccccc2)n2c3ccccc3nc42)cc1,1,34.71
CCC1(CC)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc2-c2ccc(-c3ccc(C=C(C#N)C(=O)O)cc3)cc21,1,25.44
CN(C)c1ccc(C=C2SC(N)=NC2=O)cc1,1,15.7
COc1ccc(C=Cc2cc(C)n(-c3ccccc3OC)c2C)cc1,1,29.54
N#CC#Cc1cc(C(=O)O)ccc1NCc1nnc2ccccn12,1,31.84
NC(=O)c1ccc(-c2ccc3c(N)nccc3c2)cc1,1,26.22
CC(C)(C)c1ccc(C=Nc2ccc(C3=NC(C(=O)[O-])C(=Cc4ccc5c(c4)N(CCO)C(=O)C5=C(c4ccccc4)c4ccccc4)N3)cc2)cc1,1,52.05
CCCCCCOc1cc(C=C(C#N)C(=O)O)cc(-n2c3ccccc3c3ccccc32)c1,1,21.81
Nc1nc2ncc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2n1-c1ccc(C(=O)O)cc1,1,33.39
N#CC(=Cc1ccc(-c2cc(-c3ccc(C=C(C#N)C(=O)O)cc3)nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)cc1)C(=O)O,1,25.36
CCCCCCC(CCCC)COc1ccc(N(c2ccc(-c3ccc(C=C(C#N)C(=O)O)cc3)cc2)c2ccc3c(c2)C(C)(C)c2ccccc2-3)cc1,1,30.43
c1ccc2c(c1)-c1ccc(-c3cc4sc5ccccc5n4c3)cc1C21c2cc(-c3ccncc3)ccc2-c2ccc(-c3nc4ccccc4s3)cc21,1,46.79
CCn1c2ccccc2c2cc(C=Cc3ccc(C=C(C#N)c4ccc(C)cc4)s3)ccc21,1,27.97
Cc1ccc(-[n+]2c3ccccc3c(C#N)c3cc(-c4ccccc4)ccc32)cc1,1,27.19
N#CC(=Cc1ccc(C=Cc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O,1,18.43
Cc1cc2nc3cc(-c4ccccc4)ccc3n2cc1Cl,1,31.67
COC(=O)c1ccc2c(=O)c3cc(OC)ccc3oc2c1,1,24.72
C=C(CC1CO1)S(=O)(=O)[O-],1,24.87
CCn1c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc2c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc21,1,23.91
Cc1ccc(N2C(=O)C(=c3sc(=C(C(C#N)=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc4)s3)SC2=S)cc1,1,32.2
CSc1cc2cc3ccccc3cc2s1,1,21.69
N#Cc1c2ccc[n+]-2c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c2ccc(Cl)cc12,1,36.41
CNc1c(-c2ccc(-c3ccc(N(c4ccc(C)cc4)c4ccc(OC)cc4)cc3)s2)nc2c(C=C(C#N)C(=O)O)cccn12,1,38.07
O=C(Nc1cccc(CO)c1)c1ccccc1F,1,26.57
c1ccc2c3c([nH]c2c1)C1CCN(CC3)C1,1,22.95
N#CC(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)C(=O)O,1,18.35
CCCCC(CC)c1ccc2c(c1)sc1c3ccccc3sc21,1,30.55
COc1ccc(OC)c2[nH]c(=[NH2+])c(C)cc12,1,24.83
CC1CC(C)(C)N(Cc2cccc3cccnc23)c2ccc(C=C3C(=O)N(C(C(=O)O)C(C)C)C3=O)cc21,1,41.26
O=C(O)CN1C(=O)C(=Cc2ccc(-n3cccc3)cc2)SC1=S,1,19.67
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2ccncc2)cc1,1,22.5
Oc1ccccc1C=Cc1nc2ccccc2[nH]1,1,20.36
COCCOc1c(-c2cc3c(ccc4ccccc43)[nH]2)cc2c(c1-c1nc3c(cnc4ncc(C=O)cc43)[nH]1)OCCO2,1,58.67
Cn1c(-c2ccccc2)nc(-c2ccc(Br)cc2)c1-c1ccccc1,1,20.12
CCCCCCCCCCCCOc1ccc(-c2nnc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)o4)cc3)o2)cc1,1,26.58
Cc1ccc2nc(-c3ccc(C(F)(F)F)cc3)nn2c1,1,22.4
CN(C)c1ccc(C=CC(=O)O)cc1,1,14.19
N#Cc1cc(-c2ccc(NN=Cc3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3)cc2)ccn1,1,43.23
Oc1ccccc1-c1nc(-c2ccccc2)cs1,1,16.66
CC1(C)c2ccccc2-c2ncccc21,1,18.19
O=C1c2ccccc2C(=O)c2cc([N+](=O)[O-])ccc21,1,20.42
COc1cc(OC)c(-c2cc(=O)cc(-c3cc(C)nc4ccsc34)o2)cc1OC,1,42.75
Cc1c(C(=O)NS(=O)(=O)C2CCCCC2)ccc2c(-c3ccc(N4C=NC(C)C4)cc3F)ccn12,1,55.68
COCC(C)n1c(N)c(C#N)c2c1CCCC2,1,24.03
CN(CCO)c1ccc(C=CC(=O)c2ccc(NC(=O)c3cncc(Br)c3)cc2)cc1,1,19.49
