SMILES,SMILES_state,NLL
CCCCC(CC)Cn1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2c2cc(-c3ccc4c(c3)N(CC(C)C)C(=Cc3ccc(SC)cc3)C4=O)cc(C#N)c21,1,60.04
CCCCCCCCOc1ccc(C2(OCCCCCCCC)C=Cc3cc(-c4ccc5ccc6ccc(OCCCCCCCC)c7ccc4c5c67)c(OCCCCCCCC)cc3O2)cc1,1,42.94
O=C(O)Cc1ccc2sc(-c3ccc4c(ccn5ccnc45)c3)nc2c1,1,40.1
CS(=O)(=O)N=c1cccc2c(c1)-c1ccccc1C2=O,1,33.0
Cc1ccc(-c2c3ccc(=[NH2+])cc-3oc3ccccc23)cc1C,1,22.7
CNc1ccc(-c2ccc(C=C(C#N)C#N)s2)c2ccccc12,1,27.35
CCCCCCCCCCSC(=N[n+]1ccccc1)c1ccc(C=C2C(=O)c3ccccc3N2CCCCCCCCCC)n1CCCCC,1,57.1
COc1cc(N=Cc2ccc(C(=O)N(C)C)cc2)cc(OC)c1OC,1,29.41
COc1ccc(-c2c(-c3ccccc3C)ncn2-c2ccc(OC)cc2)cc1,1,25.22
CCCCn1c(N=CC=C2Sc3c(ccc4c3c3ccccc3n4CC)C2(C)C)nc2c3ccccc3c3ccccc3c21,1,41.19
Cc1ccc2[nH]c(C=O)cc2n1,1,24.11
CCOc1ccc(C=CC=CC2C3C(=O)OC3(C)CC3C=C(C)CCC32C)c(Br)c1,1,60.94
COC(=O)C1=CC(=O)C=C2C=C(C)C(=O)C=C21,1,31.72
COc1ccn2c(-c3ccc(N(C)C)cc3)cnc2c1,1,21.16
Brc1cnn(-c2ccccc2)n1,1,21.73
Cc1ccc(-c2cnc(-c3ccc4c(c3)c3cc(-c5ccc(C=C(C#N)C(=O)O)cc5)ccc3n4-c3ccc(C)cc3)o2)cc1,1,29.06
CCCN1C(=O)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)cc4)c4nsnc34)nc2C1=O,1,33.23
CSC(=Cc1cc(Br)cs1)C(=O)O,1,25.59
CCCCCCOc1ccc(-c2ccn(CCCCCC)c2C=Cc2ccc(N(c3ccc(C=C(C#N)C(=O)O)cc3)c3ccc(OCCCCCC)cc3)cc2)cc1,1,32.75
COc1ccc(N2c3cc(C=Cc4ccc(C(C)(C)C)cc4)ccc3C(C)(C)c3cc(C(C)(C)C)ccc32)cc1,1,31.88
CCC1(CC)c2cc(OCC(=O)O)ccc2Sc2ccccc2N1c1ccc(C)cc1,1,35.55
COc1ccc(N(C)c2ccc(-[n+]3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)s4)cc3)cc2)cc1,1,30.18
CCCCCCCCC1N(CCCCCCCC)c2ccc(C=Cc3cc(OCCCCCC)c(Cn4c5ccccc5c5ccc(C=C(C#N)C(=O)O)cc54)cc3C=C(C#N)C(=O)O)cc2C(O)C1(F)F,1,66.86
CCCCn1c2c(c3ccccc31)=COCCCOC1=CC(N(CC)CC)=CC=21,1,31.79
COCCn1c2ccc3cc(N(C)C)ccc3c2c2cc(CCCC(=O)O)n(CCCCCC(=O)O)c(=O)c21,1,49.0
N#CC(=Cc1ccc(-c2ccc3nc4ccccn4c(=O)c3c2)s1)C(=O)O,1,25.15
O=Cc1ccc2cc(=O)oc(F)c2c1,1,30.22
COc1ccc2c(c1)-c1c(cc(C=C(C#N)c3ccccc3)c(O)c1OC)C21c2ccccc2Oc2ccccc21,1,41.71
c1ccc(-c2nn3c4ncccc4c4ccccc4c3c2-c2c3ccccc3c(-c3cccs3)c3cccnc23)cc1,1,41.67
Cc1ccc2c3ccccc3n(-c3ccc(-n4c5ccccc5c5ccccc54)cc3C)c2c1,1,29.76
CC1(C)c2ccccc2-c2c1cc1ccccc1c2-c1cnc2c3ccc4cccc5ccc(ccc1-2)c3c54,1,42.39
CCN(C)c1ccc(C=C2Oc3cc(O)ccc3C2=O)cc1,1,24.23
CCCCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(N(c3ccc(OCC(CC)CCCC)cc3)c3c4ccccc4c(-c4cc5sc6cc(C=C(C#N)C(=O)O)sc6c5s4)c4ccccc34)cc2)cc1,1,44.61
